"MANDT","KURST","FCURR","TCURR","GDATU","UKURS","FFACT","TFACT"
"002",M,JPY,EUR,"79919287",0.00592,0,0
"002",M,JPY,EUR,"79919372",0.00592,0,0
"002",M,GBP,EUR,"79899084",1.19700,0,0
"002",M,GBP,EUR,"79899085",1.20250,0,0
"002",M,GBP,EUR,"79899086",1.21180,0,0
"002",M,GBP,EUR,"79899087",1.21200,0,0
"002",M,GBP,EUR,"79899088",1.21200,0,0
"002",M,GBP,EUR,"79899089",1.21430,0,0
"002",M,GBP,EUR,"79899090",1.21570,0,0
"002",M,GBP,EUR,"79899091",1.20450,0,0
"002",M,GBP,EUR,"79899092",1.19630,0,0
"002",M,GBP,EUR,"79899095",1.20080,0,0
"002",M,GBP,EUR,"79899096",1.20200,0,0
"002",M,GBP,EUR,"79908770",1.11050,0,0
"002",M,GBP,EUR,"79908780",1.12630,0,0
"002",M,GBP,EUR,"79908781",1.12540,0,0
"002",M,GBP,EUR,"79908784",1.11000,0,0
"002",M,GBP,EUR,"79908798",1.09810,0,0
"002",M,GBP,EUR,"79908971",1.10060,0,0
"002",M,GBP,EUR,"79908973",1.08770,0,0
"002",M,GBP,EUR,"79908991",1.08220,0,0
"002",M,GBP,EUR,"79909186",1.16390,0,0
"002",M,GBP,EUR,"79909188",1.17170,0,0
"002",M,GBP,EUR,"79909189",1.17640,0,0
"002",M,GBP,EUR,"79909195",1.17540,0,0
"002",M,GBP,EUR,"79909288",1.16500,0,0
"002",M,GBP,EUR,"79909296",1.16640,0,0
"002",M,GBP,EUR,"79909371",1.17620,0,0
"002",M,GBP,EUR,"79909372",1.17170,0,0
"002",M,GBP,EUR,"79909373",1.17340,0,0
"002",M,GBP,EUR,"79909375",1.17180,0,0
"002",M,GBP,EUR,"79909376",1.18370,0,0
"002",M,GBP,EUR,"79909381",1.17920,0,0
"002",M,GBP,EUR,"79909384",1.17390,0,0
"002",M,GBP,EUR,"79909385",1.17390,0,0
"002",M,GBP,EUR,"79909389",1.15790,0,0
"002",M,GBP,EUR,"79909394",1.14810,0,0
"002",M,GBP,EUR,"79909397",1.15210,0,0
"002",M,GBP,EUR,"79909471",1.14670,0,0
"002",M,GBP,EUR,"79909473",1.13560,0,0
"002",M,GBP,EUR,"79909480",1.12980,0,0
"002",M,GBP,EUR,"79909482",1.12550,0,0
"002",M,GBP,EUR,"79909483",1.12020,0,0
"002",M,GBP,EUR,"79909484",1.11510,0,0
"002",M,GBP,EUR,"79909489",1.11780,0,0
"002",M,GBP,EUR,"79909492",1.13210,0,0
"002",M,GBP,EUR,"79909498",1.11570,0,0
"002",M,GBP,EUR,"79909569",1.11390,0,0
"002",M,GBP,EUR,"79909570",1.12010,0,0
"002",M,GBP,EUR,"79909572",1.10920,0,0
"002",M,GBP,EUR,"79909573",1.10710,0,0
"002",M,GBP,EUR,"79909575",1.11630,0,0
"002",M,GBP,EUR,"79909577",1.12650,0,0
"002",M,GBP,EUR,"79909578",1.12920,0,0
"002",M,GBP,EUR,"79909579",1.13500,0,0
"002",M,GBP,EUR,"79909580",1.13500,0,0
"002",M,GBP,EUR,"79909585",1.11250,0,0
"002",M,GBP,EUR,"79909586",1.11360,0,0
"002",M,GBP,EUR,"79909587",1.11360,0,0
"002",M,GBP,EUR,"79909588",1.11480,0,0
"002",M,GBP,EUR,"79909589",1.10880,0,0
"002",M,GBP,EUR,"79909592",1.10090,0,0
"002",M,GBP,EUR,"79909593",1.10110,0,0
"002",M,GBP,EUR,"79909594",1.10120,0,0
"002",M,GBP,EUR,"79909595",1.09770,0,0
"002",M,GBP,EUR,"79909596",1.09410,0,0
"002",M,GBP,EUR,"79909598",1.07830,0,0
"002",M,GBP,EUR,"79909668",1.07630,0,0
"002",M,GBP,EUR,"79909669",1.07770,0,0
"002",M,GBP,EUR,"79909670",1.07810,0,0
"002",M,GBP,EUR,"79909671",1.07030,0,0
"002",M,GBP,EUR,"79909672",1.07250,0,0
"002",M,GBP,EUR,"79909673",1.08430,0,0
"002",M,GBP,EUR,"79909674",1.07940,0,0
"002",M,GBP,EUR,"79909676",1.06550,0,0
"002",M,GBP,EUR,"79909677",1.06560,0,0
"002",M,GBP,EUR,"79909678",1.06270,0,0
"002",M,GBP,EUR,"79909679",1.06030,0,0
"002",M,GBP,EUR,"79909680",1.07170,0,0
"002",M,GBP,EUR,"79909681",1.08270,0,0
"002",M,GBP,EUR,"79909682",1.08610,0,0
"002",M,GBP,EUR,"79909683",1.08360,0,0
"002",M,GBP,EUR,"79909684",1.08350,0,0
"002",M,GBP,EUR,"79909686",1.08010,0,0
"002",M,GBP,EUR,"79909687",1.08260,0,0
"002",M,GBP,EUR,"79909688",1.08930,0,0
"002",M,GBP,EUR,"79909689",1.10620,0,0
"002",M,GBP,EUR,"79909690",1.11430,0,0
"002",M,GBP,EUR,"79909691",1.11430,0,0
"002",M,GBP,EUR,"79909692",1.12250,0,0
"002",M,GBP,EUR,"79909693",1.12390,0,0
"002",M,GBP,EUR,"79909694",1.12210,0,0
"002",M,GBP,EUR,"79909695",1.11640,0,0
"002",M,GBP,EUR,"79909696",1.12510,0,0
"002",M,GBP,EUR,"79909697",1.13050,0,0
"002",M,GBP,EUR,"79909698",1.13040,0,0
"002",M,GBP,EUR,"79909771",1.12330,0,0
"002",M,GBP,EUR,"79909772",1.12000,0,0
"002",M,GBP,EUR,"79909773",1.12660,0,0
"002",M,GBP,EUR,"79909774",1.13750,0,0
"002",M,GBP,EUR,"79909775",1.13030,0,0
"002",M,GBP,EUR,"79909776",1.12590,0,0
"002",M,GBP,EUR,"79909777",1.12580,0,0
"002",M,GBP,EUR,"79909778",1.12930,0,0
"002",M,GBP,EUR,"79909779",1.13300,0,0
"002",M,GBP,EUR,"79909780",1.13080,0,0
"002",M,GBP,EUR,"79909781",1.12530,0,0
"002",M,GBP,EUR,"79909782",1.11520,0,0
"002",M,GBP,EUR,"79909783",1.11600,0,0
"002",M,GBP,EUR,"79909784",1.11670,0,0
"002",M,GBP,EUR,"79909785",1.11710,0,0
"002",M,GBP,EUR,"79909787",1.11850,0,0
"002",M,GBP,EUR,"79909788",1.14290,0,0
"002",M,GBP,EUR,"79909789",1.14420,0,0
"002",M,GBP,EUR,"79909790",1.14330,0,0
"002",M,GBP,EUR,"79909791",1.14340,0,0
"002",M,GBP,EUR,"79909792",1.14500,0,0
"002",M,GBP,EUR,"79909793",1.13110,0,0
"002",M,GBP,EUR,"79909794",1.11510,0,0
"002",M,GBP,EUR,"79909795",1.10760,0,0
"002",M,GBP,EUR,"79909796",1.11970,0,0
"002",M,GBP,EUR,"79909797",1.13530,0,0
"002",M,GBP,EUR,"79909798",1.13540,0,0
"002",M,GBP,EUR,"79909868",1.11140,0,0
"002",M,GBP,EUR,"79909869",1.08750,0,0
"002",M,GBP,EUR,"79909870",1.07720,0,0
"002",M,GBP,EUR,"79909871",1.06700,0,0
"002",M,GBP,EUR,"79909872",1.05940,0,0
"002",M,GBP,EUR,"79909873",1.06350,0,0
"002",M,GBP,EUR,"79909874",1.06360,0,0
"002",M,GBP,EUR,"79909875",1.06380,0,0
"002",M,GBP,EUR,"79909876",1.06700,0,0
"002",M,GBP,EUR,"79909877",1.07190,0,0
"002",M,GBP,EUR,"79909878",1.08820,0,0
"002",M,GBP,EUR,"79909879",1.10860,0,0
"002",M,GBP,EUR,"79909880",1.11110,0,0
"002",M,GBP,EUR,"79909881",1.11100,0,0
"002",M,GBP,EUR,"79909882",1.11840,0,0
"002",M,GBP,EUR,"79909883",1.11070,0,0
"002",M,GBP,EUR,"79909884",1.10260,0,0
"002",M,GBP,EUR,"79909885",1.10520,0,0
"002",M,GBP,EUR,"79909886",1.11920,0,0
"002",M,GBP,EUR,"79909887",1.12580,0,0
"002",M,GBP,EUR,"79909888",1.12600,0,0
"002",M,GBP,EUR,"79909889",1.11680,0,0
"002",M,GBP,EUR,"79909890",1.10920,0,0
"002",M,GBP,EUR,"79909891",1.10390,0,0
"002",M,GBP,EUR,"79899093",1.19890,0,0
"002",MCA,CHF,EUR,"79908985",0.65910,0,0
"002",MCA,CHF,EUR,"79908990",0.65910,0,0
"002",MCA,CHF,EUR,"79909088",0.66000,0,0
"002",MCA,CHF,EUR,"79909096",0.66000,0,0
"002",MCA,CHF,EUR,"79909168",0.66000,0,0
"002",MCA,CHF,EUR,"79909169",0.66000,0,0
"002",MCA,CHF,EUR,"79909173",0.65910,0,0
"002",MCA,CHF,EUR,"79909290",0.66000,0,0
"002",MCA,CHF,EUR,"79909388",0.66000,0,0
"002",MCA,CHF,EUR,"79909390",0.65910,0,0
"002",MCA,CHF,EUR,"79909477",0.65910,0,0
"002",MCA,CHF,EUR,"79909578",0.65910,0,0
"002",MCA,CHF,EUR,"79908871",0.66380,0,0
"002",MCA,CHF,EUR,"79908984",0.65940,0,0
"002",MCA,CHF,EUR,"79909089",0.65940,0,0
"002",MCA,CHF,EUR,"79909097",0.65940,0,0
"002",MCA,CHF,EUR,"79909282",0.65940,0,0
"002",MCA,CHF,EUR,"79909291",0.65940,0,0
"002",MCA,CHF,EUR,"79909377",0.66380,0,0
"002",MCA,CHF,EUR,"79909378",0.66380,0,0
"002",MCA,CHF,EUR,"79909483",0.66380,0,0
"002",MCA,CHF,EUR,"79909495",0.66380,0,0
"002",MCA,CHF,EUR,"79909496",0.66380,0,0
"002",MCA,CHF,EUR,"79909581",0.65940,0,0
"002",MCA,CHF,EUR,"79909590",0.65940,0,0
"002",MCA,CHF,EUR,"79899775",0.68230,0,0
"002",MCA,CHF,EUR,"79899782",0.68170,0,0
"002",MCA,CHF,EUR,"79899783",0.68220,0,0
"002",MCA,CHF,EUR,"79899784",0.68220,0,0
"002",MCA,CHF,EUR,"79899785",0.68220,0,0
"002",MCA,CHF,EUR,"79899786",0.68230,0,0
"002",MCA,CHF,EUR,"79899789",0.68170,0,0
"002",MCA,CHF,EUR,"79899790",0.68170,0,0
"002",MCA,CHF,EUR,"79909688",0.68230,0,0
"002",MCA,CHF,EUR,"79908782",0.66140,0,0
"002",MCA,CHF,EUR,"79908785",0.66140,0,0
"002",MCA,CHF,EUR,"79908786",0.66140,0,0
"002",MCA,CHF,EUR,"79908787",0.66140,0,0
"002",MCA,CHF,EUR,"79908879",0.66140,0,0
"002",MCA,CHF,EUR,"79908974",0.66060,0,0
"002",MCA,CHF,EUR,"79908975",0.66140,0,0
"002",MCA,CHF,EUR,"79909087",0.66060,0,0
"002",MCA,CHF,EUR,"79909095",0.66060,0,0
"002",MCA,CHF,EUR,"79909285",0.66060,0,0
"002",MCA,CHF,EUR,"79909286",0.66060,0,0
"002",MCA,CHF,EUR,"79909287",0.66060,0,0
"002",MCA,CHF,EUR,"79909384",0.66140,0,0
"002",MCA,CHF,EUR,"79909584",0.66060,0,0
"002",MCA,CHF,EUR,"79899489",0.70770,0,0
"002",MCA,CHF,EUR,"79899491",0.70770,0,0
"002",MCA,CHF,EUR,"79908794",0.66340,0,0
"002",MCA,CHF,EUR,"79908796",0.66340,0,0
"002",MCA,CHF,EUR,"79909380",0.66340,0,0
"002",MCA,CHF,EUR,"79909486",0.66340,0,0
"002",MCA,CHF,EUR,"79909488",0.66340,0,0
"002",MCA,CHF,EUR,"79899797",0.67940,0,0
"002",MCA,CHF,EUR,"79899870",0.67940,0,0
"002",MCA,CHF,EUR,"79899871",0.67930,0,0
"002",MCA,CHF,EUR,"79899874",0.67930,0,0
"002",MCA,CHF,EUR,"79899875",0.67940,0,0
"002",MCA,CHF,EUR,"79899877",0.67930,0,0
"002",MCA,CHF,EUR,"79909883",0.67930,0,0
"002",MCA,CHF,EUR,"79899280",0.73660,0,0
"002",MCA,CHF,EUR,"79909275",0.65830,0,0
"002",MCA,CHF,EUR,"79909281",0.65830,0,0
"002",MCA,CHF,EUR,"79909474",0.65830,0,0
"002",MCA,CHF,EUR,"79909475",0.65830,0,0
"002",MCA,CHF,EUR,"79909591",0.65830,0,0
"002",MCA,CHF,EUR,"79908875",0.66160,0,0
"002",MCA,CHF,EUR,"79908992",0.66160,0,0
"002",MCA,CHF,EUR,"79909074",0.66160,0,0
"002",MCA,CHF,EUR,"79909387",0.66160,0,0
"002",MCA,CHF,EUR,"79909470",0.66160,0,0
"002",MCA,CHF,EUR,"79909597",0.66160,0,0
"002",MCA,CHF,EUR,"79899577",0.69770,0,0
"002",MCA,CHF,EUR,"79899582",0.69770,0,0
"002",MCA,CHF,EUR,"79908986",0.65870,0,0
"002",MCA,CHF,EUR,"79909081",0.65870,0,0
"002",MCA,CHF,EUR,"79909170",0.65870,0,0
"002",MCA,CHF,EUR,"79909179",0.65870,0,0
"002",MCA,CHF,EUR,"79909277",0.65870,0,0
"002",MCA,CHF,EUR,"79909279",0.65870,0,0
"002",MCA,CHF,EUR,"79899294",0.74910,0,0
"002",MCA,CHF,EUR,"79899295",0.74910,0,0
"002",MCA,CHF,EUR,"79899576",0.69800,0,0
"002",MCA,CHF,EUR,"79899580",0.69800,0,0
"002",MCA,CHF,EUR,"79899581",0.69800,0,0
"002",MCA,CHF,EUR,"79899590",0.69800,0,0
"002",MCA,CHF,EUR,"79898974",0.73380,0,0
"002",MCA,CHF,EUR,"79898975",0.73380,0,0
"002",MCA,CHF,EUR,"79909172",0.65810,0,0
"002",MCA,CHF,EUR,"79909180",0.65810,0,0
"002",MCA,CHF,EUR,"79909295",0.65810,0,0
"002",MCA,CHF,EUR,"79909580",0.65810,0,0
"002",MCA,CHF,EUR,"79899274",0.73480,0,0
"002",MCA,CHF,EUR,"79899279",0.73480,0,0
"002",MCA,CHF,EUR,"79899376",0.73420,0,0
"002",MCA,CHF,EUR,"79908997",0.65960,0,0
"002",MCA,CHF,EUR,"79909098",0.65960,0,0
"002",MCA,CHF,EUR,"79909391",0.65960,0,0
"002",MCA,CHF,EUR,"79909392",0.65960,0,0
"002",MCA,CHF,EUR,"79909472",0.65960,0,0
"002",MCA,CHF,EUR,"79899496",0.69820,0,0
"002",MCA,CHF,EUR,"79899497",0.69830,0,0
"002",MCA,CHF,EUR,"79899793",0.68130,0,0
"002",MCA,CHF,EUR,"79899796",0.67910,0,0
"002",MCA,CHF,EUR,"79899869",0.68130,0,0
"002",MCA,CHF,EUR,"79899879",0.67780,0,0
"002",MCA,CHF,EUR,"79899887",0.67780,0,0
"002",MCA,CHF,EUR,"79909687",0.67780,0,0
"002",MCA,CHF,EUR,"79899894",0.67370,0,0
"002",MCA,CHF,EUR,"79908789",0.66200,0,0
"002",MCA,CHF,EUR,"79908881",0.66220,0,0
"002",MCA,CHF,EUR,"79908886",0.66200,0,0
"002",MCA,CHF,EUR,"79908887",0.66220,0,0
"002",MCA,CHF,EUR,"79908890",0.66220,0,0
"002",MCA,CHF,EUR,"79908891",0.66220,0,0
"002",MCA,CHF,EUR,"79908893",0.66200,0,0
"002",MCA,CHF,EUR,"79908895",0.66200,0,0
"002",MCA,CHF,EUR,"79908969",0.66200,0,0
"002",MCA,CHF,EUR,"79909070",0.66220,0,0
"002",MCA,CHF,EUR,"79909774",0.67370,0,0
"002",MCA,CHF,EUR,"79909880",0.67370,0,0
"002",MCA,GBP,EUR,"79918796",1.17810,0,0
"002",MCA,CHF,EUR,"79898990",0.74490,0,0
"002",MCA,CHF,EUR,"79898991",0.74490,0,0
"002",MCA,CHF,EUR,"79898995",0.74490,0,0
"002",MCA,CHF,EUR,"79898996",0.74490,0,0
"002",MCA,CHF,EUR,"79899773",0.68340,0,0
"002",MCA,CHF,EUR,"79908792",0.66230,0,0
"002",MCA,CHF,EUR,"79908793",0.66230,0,0
"002",MCA,CHF,EUR,"79908869",0.66370,0,0
"002",MCA,CHF,EUR,"79908870",0.66370,0,0
"002",MCA,CHF,EUR,"79908883",0.66280,0,0
"002",MCA,CHF,EUR,"79908884",0.66280,0,0
"002",MCA,CHF,EUR,"79908897",0.66230,0,0
"002",MCA,CHF,EUR,"79908898",0.66230,0,0
"002",MCA,CHF,EUR,"79909072",0.66280,0,0
"002",MCA,CHF,EUR,"79909073",0.66230,0,0
"002",MCA,CHF,EUR,"79909382",0.66370,0,0
"002",MCA,CHF,EUR,"79909485",0.66370,0,0
"002",MCA,CHF,EUR,"79909487",0.66370,0,0
"002",MCA,CHF,EUR,"79909497",0.66280,0,0
"002",MCA,CHF,EUR,"79899176",0.76110,0,0
"002",MCA,CHF,EUR,"79899177",0.76110,0,0
"002",MCA,GBP,EUR,"79918991",1.28860,0,0
"002",MCA,GBP,EUR,"79918992",1.29230,0,0
"002",MCA,GBP,EUR,"79918993",1.28730,0,0
"002",MCA,GBP,EUR,"79918994",1.28700,0,0
"002",MCA,GBP,EUR,"79918995",1.27960,0,0
"002",MCA,GBP,EUR,"79918996",1.26990,0,0
"002",MCA,GBP,EUR,"79918997",1.26290,0,0
"002",MCA,GBP,EUR,"79918998",1.25880,0,0
"002",MCA,GBP,EUR,"79919069",1.25820,0,0
"002",MCA,GBP,EUR,"79919080",1.26540,0,0
"002",MCA,GBP,EUR,"79919081",1.26130,0,0
"002",MCA,GBP,EUR,"79919082",1.25950,0,0
"002",MCA,GBP,EUR,"79919083",1.25900,0,0
"002",MCA,GBP,EUR,"79919086",1.25720,0,0
"002",MCA,GBP,EUR,"79919087",1.25570,0,0
"002",MCA,GBP,EUR,"79919088",1.24740,0,0
"002",MCA,GBP,EUR,"79919089",1.24540,0,0
"002",MCA,GBP,EUR,"79919093",1.23520,0,0
"002",MCA,GBP,EUR,"79919269",1.26740,0,0
"002",MCA,GBP,EUR,"79919287",1.25220,0,0
"002",MCA,GBP,EUR,"79919298",1.26350,0,0
"002",MCA,GBP,EUR,"79919379",1.26600,0,0
"002",MCA,GBP,EUR,"79919592",1.26750,0,0
"002",MCA,GBP,EUR,"79919593",1.26750,0,0
"002",MCA,GBP,EUR,"79919678",1.27620,0,0
"002",MCA,GBP,EUR,"79919680",1.27400,0,0
"002",MCA,GBP,EUR,"79919776",1.32660,0,0
"002",MCA,GBP,EUR,"79919789",1.34230,0,0
"002",MCA,GBP,EUR,"79919876",1.34460,0,0
"002",MCA,GBP,EUR,"79909895",1.04570,0,0
"002",MCA,GBP,EUR,"79909896",1.04730,0,0
"002",MCA,GBP,EUR,"79909897",1.04710,0,0
"002",M,USD,EUR,"79919298",0.63380,0,0
"002",M,USD,EUR,"79919369",0.63340,0,0
"002",M,USD,EUR,"79919371",0.63490,0,0
"002",M,USD,EUR,"79919375",0.64280,0,0
"002",M,USD,EUR,"79919379",0.64410,0,0
"002",M,USD,EUR,"79919380",0.64500,0,0
"002",M,USD,EUR,"79919381",0.64510,0,0
"002",M,USD,EUR,"79919383",0.65030,0,0
"002",M,USD,EUR,"79919384",0.65040,0,0
"002",M,USD,EUR,"79919385",0.65060,0,0
"002",M,USD,EUR,"79919388",0.64300,0,0
"002",M,USD,EUR,"79919390",0.63400,0,0
"002",M,USD,EUR,"79919392",0.63860,0,0
"002",M,USD,EUR,"79919393",0.64690,0,0
"002",M,USD,EUR,"79919394",0.64730,0,0
"002",M,USD,EUR,"79919395",0.64400,0,0
"002",M,USD,EUR,"79919468",0.64420,0,0
"002",M,USD,EUR,"79919469",0.64160,0,0
"002",M,USD,EUR,"79919470",0.63790,0,0
"002",M,USD,EUR,"79919472",0.63430,0,0
"002",M,USD,EUR,"79919475",0.63500,0,0
"002",M,USD,EUR,"79919477",0.63660,0,0
"002",M,USD,EUR,"79919479",0.64250,0,0
"002",M,USD,EUR,"79919484",0.64700,0,0
"002",M,USD,EUR,"79919485",0.64490,0,0
"002",M,USD,EUR,"79919490",0.65090,0,0
"002",M,USD,EUR,"79919492",0.64440,0,0
"002",M,USD,EUR,"79919494",0.64860,0,0
"002",M,USD,EUR,"79919495",0.64850,0,0
"002",M,USD,EUR,"79919496",0.64720,0,0
"002",M,USD,EUR,"79919497",0.64290,0,0
"002",M,USD,EUR,"79919498",0.64230,0,0
"002",M,USD,EUR,"79919569",0.64070,0,0
"002",M,USD,EUR,"79919571",0.64010,0,0
"002",M,USD,EUR,"79919572",0.64000,0,0
"002",M,USD,EUR,"79919573",0.63920,0,0
"002",M,USD,EUR,"79919574",0.63350,0,0
"002",M,USD,EUR,"79919575",0.62690,0,0
"002",M,USD,EUR,"79919577",0.63070,0,0
"002",M,USD,EUR,"79919580",0.63080,0,0
"002",M,USD,EUR,"79919581",0.62780,0,0
"002",M,USD,EUR,"79919582",0.63020,0,0
"002",M,USD,EUR,"79919583",0.63210,0,0
"002",M,USD,EUR,"79919585",0.63310,0,0
"002",M,USD,EUR,"79919586",0.63280,0,0
"002",M,USD,EUR,"79919587",0.63320,0,0
"002",M,USD,EUR,"79919589",0.63540,0,0
"002",M,USD,EUR,"79919590",0.63570,0,0
"002",M,USD,EUR,"79919594",0.63640,0,0
"002",M,USD,EUR,"79919596",0.64030,0,0
"002",M,USD,EUR,"79919598",0.63300,0,0
"002",M,USD,EUR,"79919670",0.63360,0,0
"002",M,USD,EUR,"79919671",0.63290,0,0
"002",M,USD,EUR,"79919672",0.63770,0,0
"002",M,USD,EUR,"79919673",0.64380,0,0
"002",M,USD,EUR,"79919674",0.64940,0,0
"002",M,USD,EUR,"79919678",0.64390,0,0
"002",M,USD,EUR,"79919680",0.63440,0,0
"002",M,USD,EUR,"79919681",0.63410,0,0
"002",M,USD,EUR,"79919684",0.64060,0,0
"002",M,USD,EUR,"79919685",0.64240,0,0
"002",M,USD,EUR,"79919686",0.64890,0,0
"002",M,USD,EUR,"79919687",0.65100,0,0
"002",M,USD,EUR,"79919688",0.65070,0,0
"002",M,USD,EUR,"79919691",0.65020,0,0
"002",M,USD,EUR,"79919692",0.65320,0,0
"002",M,USD,EUR,"79919693",0.65740,0,0
"002",M,USD,EUR,"79919694",0.65780,0,0
"002",M,USD,EUR,"79919695",0.65810,0,0
"002",M,USD,EUR,"79919698",0.65830,0,0
"002",M,USD,EUR,"79919770",0.66110,0,0
"002",M,USD,EUR,"79919771",0.66500,0,0
"002",M,USD,EUR,"79919784",0.68520,0,0
"002",M,USD,EUR,"79919786",0.68790,0,0
"002",M,USD,EUR,"79919787",0.68820,0,0
"002",M,USD,EUR,"79919794",0.67500,0,0
"002",M,USD,EUR,"79919797",0.67290,0,0
"002",M,USD,EUR,"79919868",0.67650,0,0
"002",M,USD,EUR,"79919869",0.67690,0,0
"002",M,USD,EUR,"79919873",0.67880,0,0
"002",M,USD,EUR,"79919875",0.68480,0,0
"002",M,USD,EUR,"79919880",0.68310,0,0
"002",M,USD,EUR,"79919881",0.68210,0,0
"002",M,USD,EUR,"79919882",0.67640,0,0
"002",M,USD,EUR,"79919884",0.67360,0,0
"002",M,USD,EUR,"79919887",0.67600,0,0
"002",M,USD,EUR,"79919897",0.68550,0,0
"002",M,USD,EUR,"79928772",0.69280,0,0
"002",M,USD,EUR,"79928773",0.69480,0,0
"002",M,USD,EUR,"79928777",0.69650,0,0
"002",M,USD,EUR,"79928781",0.69450,0,0
"002",M,USD,EUR,"79928784",0.68680,0,0
"002",M,USD,EUR,"79928788",0.68160,0,0
"002",M,USD,EUR,"79928792",0.68490,0,0
"002",M,USD,EUR,"79928793",0.67930,0,0
"002",M,USD,EUR,"79928796",0.68360,0,0
"002",M,USD,EUR,"79928797",0.68180,0,0
"002",M,USD,EUR,"79928872",0.67390,0,0
"002",M,USD,EUR,"79928873",0.67440,0,0
"002",M,USD,EUR,"79928874",0.67420,0,0
"002",M,USD,EUR,"79928877",0.67460,0,0
"002",M,USD,EUR,"79928883",0.68270,0,0
"002",M,USD,EUR,"79928886",0.68470,0,0
"002",M,USD,EUR,"79928889",0.68070,0,0
"002",M,USD,EUR,"79928892",0.68900,0,0
"002",M,USD,EUR,"79928893",0.69040,0,0
"002",M,USD,EUR,"79928895",0.68940,0,0
"002",M,USD,EUR,"79928897",0.69190,0,0
"002",M,USD,EUR,"79928898",0.69220,0,0
"002",M,USD,EUR,"79928968",0.69400,0,0
"002",M,USD,EUR,"79928969",0.69390,0,0
"002",M,USD,EUR,"79928973",0.70020,0,0
"002",M,USD,EUR,"79928974",0.70210,0,0
"002",M,USD,EUR,"79928975",0.70360,0,0
"002",M,USD,EUR,"79928976",0.70140,0,0
"002",M,USD,EUR,"79928978",0.69950,0,0
"002",M,USD,EUR,"79928986",0.70500,0,0
"002",M,USD,EUR,"79928990",0.70910,0,0
"002",M,USD,EUR,"79928994",0.70890,0,0
"002",M,USD,EUR,"79928995",0.70630,0,0
"002",M,USD,EUR,"79928997",0.70190,0,0
"002",M,USD,EUR,"79929078",0.71330,0,0
"002",M,USD,EUR,"79929086",0.72130,0,0
"002",M,USD,EUR,"79929091",0.72940,0,0
"002",M,USD,EUR,"79929092",0.73210,0,0
"002",M,USD,EUR,"79929094",0.73510,0,0
"002",M,USD,EUR,"79929098",0.73230,0,0
"002",M,USD,EUR,"79929168",0.73280,0,0
"002",M,USD,EUR,"79929170",0.73320,0,0
"002",M,USD,EUR,"79929175",0.73770,0,0
"002",M,USD,EUR,"79929184",0.73580,0,0
"002",M,USD,EUR,"79929188",0.73120,0,0
"002",M,USD,EUR,"79929189",0.72700,0,0
"002",M,USD,EUR,"79929198",0.72970,0,0
"002",M,USD,EUR,"79929271",0.73010,0,0
"002",M,USD,EUR,"79929278",0.72440,0,0
"002",M,USD,EUR,"79929279",0.72430,0,0
"002",M,USD,EUR,"79929281",0.72570,0,0
"002",M,USD,EUR,"79929285",0.72550,0,0
"002",M,USD,EUR,"79929287",0.72720,0,0
"002",M,USD,EUR,"79929296",0.73690,0,0
"002",M,USD,EUR,"79929484",0.73850,0,0
"002",M,USD,EUR,"79929489",0.73840,0,0
"002",M,USD,EUR,"79929497",0.73330,0,0
"002",M,USD,EUR,"79929571",0.73440,0,0
"002",M,USD,EUR,"79889393",1.11111,0,0
"002",M,USD,EUR,"79819898",1.67111,0,0
"002",M,USD,EUR,"79809869",1.14790,0,0
"002",M,USD,EUR,"79809870",1.14320,0,0
"002",M,USD,EUR,"79809871",1.14340,0,0
"002",M,USD,EUR,"79809874",1.14150,0,0
"002",M,USD,EUR,"79809875",1.13060,0,0
"002",M,USD,EUR,"79809876",1.13810,0,0
"002",M,USD,EUR,"79809877",1.13590,0,0
"002",M,USD,EUR,"79809878",1.13660,0,0
"002",M,USD,EUR,"79809881",1.13630,0,0
"002",M,USD,EUR,"79809882",1.13980,0,0
"002",M,USD,EUR,"79809883",1.14000,0,0
"002",M,USD,EUR,"79809884",1.14170,0,0
"002",M,USD,EUR,"79809885",1.14770,0,0
"002",M,USD,EUR,"79809888",1.14690,0,0
"002",M,USD,EUR,"79809889",1.15000,0,0
"002",M,USD,EUR,"79809890",1.15430,0,0
"002",M,USD,EUR,"79809891",1.14420,0,0
"002",M,USD,EUR,"79809892",1.14760,0,0
"002",M,USD,EUR,"79809895",1.13950,0,0
"002",M,USD,EUR,"79809896",1.13940,0,0
"002",M,USD,EUR,"79809897",1.13430,0,0
"002",M,USD,EUR,"79809898",1.14640,0,0
"002",M,USD,EUR,"79818771",1.14380,0,0
"002",M,USD,EUR,"79818772",1.14300,0,0
"002",M,USD,EUR,"79818773",1.13530,0,0
"002",M,USD,EUR,"79818774",1.13620,0,0
"002",M,USD,EUR,"79818775",1.14000,0,0
"002",M,USD,EUR,"79818778",1.13690,0,0
"002",M,USD,EUR,"79818779",1.14460,0,0
"002",M,USD,EUR,"79818780",1.13770,0,0
"002",M,JPY,EUR,"79919371",0.00596,0,0
"002",M,JPY,EUR,"79919374",0.00596,0,0
"002",M,JPY,EUR,"79919378",0.00596,0,0
"002",M,JPY,EUR,"79919575",0.00608,0,0
"002",M,JPY,EUR,"79928785",0.00608,0,0
"002",M,JPY,EUR,"79928787",0.00608,0,0
"002",M,JPY,EUR,"79928889",0.00608,0,0
"002",M,JPY,EUR,"79928979",0.00608,0,0
