RESTID;CUISINE;ITEMNAME;ITEMID;CATEGORY;PRICE
RE10187;Bar_Pub_Brewery;Bottled Beer;IT1018703;Drink;8
RE10187;Bar_Pub_Brewery;Imported Beer;IT1018704;Drink;8
RE10187;Bar_Pub_Brewery;Family Pack;IT1018705;Drink;5
RE10188;Mexican;Fire Burrito;IT1018801;Main Course;25
RE10188;Mexican;Chilli Tacos;IT1018802;Main Course;26
RE10188;Mexican;Chicken Quasedillas;IT1018803;Main Course;10
RE10188;Mexican;Grilled Pork;IT1018804;Main Course;13
RE10188;Mexican;Pork Burritos;IT1018805;Main Course;20
RE10189;Mexican;Fire Burrito;IT1018901;Main Course;12
RE10189;Mexican;Chilli Tacos;IT1018902;Main Course;16
RE10189;Mexican;Chicken Quasedillas;IT1018903;Main Course;22
RE10189;Mexican;Grilled Pork;IT1018904;Main Course;11
RE10189;Mexican;Pork Burritos;IT1018905;Main Course;12
RE10190;Bar;Strawberry Daiquiri;IT1019001;Drink;7
RE10190;Bar;Tequila Sunrise;IT1019002;Drink;9
RE10190;Bar;Beer;IT1019003;Drink;8
RE10190;Bar;Red Wine;IT1019004;Drink;7
RE10190;Bar;White Wine;IT1019005;Drink;8
RE10191;Bar_Pub_Brewery;Draft beer;IT1019101;Drink;9
RE10191;Bar_Pub_Brewery;Special Beer;IT1019102;Drink;9
RE10191;Bar_Pub_Brewery;Bottled Beer;IT1019103;Drink;5
RE10191;Bar_Pub_Brewery;Imported Beer;IT1019104;Drink;8
RE10191;Bar_Pub_Brewery;Family Pack;IT1019105;Drink;7
RE10192;Mexican;Fire Burrito;IT1019201;Main Course;17
RE10192;Mexican;Chilli Tacos;IT1019202;Main Course;13
RE10192;Mexican;Chicken Quasedillas;IT1019203;Main Course;13
RE10192;Mexican;Grilled Pork;IT1019204;Main Course;23
RE10192;Mexican;Pork Burritos;IT1019205;Main Course;12
RE10193;Mexican;Fire Burrito;IT1019301;Main Course;23
RE10193;Mexican;Chilli Tacos;IT1019302;Main Course;18
RE10193;Mexican;Chicken Quasedillas;IT1019303;Main Course;18
RE10193;Mexican;Grilled Pork;IT1019304;Main Course;26
RE10193;Mexican;Pork Burritos;IT1019305;Main Course;25
RE10194;Fast_Food;Hot Dog with Fries;IT1019401;Main Course;16
RE10194;Fast_Food;Chicken Burger;IT1019402;Main Course;13
RE10194;Fast_Food;Hamburger;IT1019403;Main Course;20
RE10194;Fast_Food;Beef Burger;IT1019404;Main Course;21
RE10194;Fast_Food;Soda;IT1019405;Drink;7
RE10195;Bar;Strawberry Daiquiri;IT1019501;Drink;7
RE10195;Bar;Tequila Sunrise;IT1019502;Drink;5
RE10195;Bar;Beer;IT1019503;Drink;9
RE10195;Bar;Red Wine;IT1019504;Drink;9
RE10195;Bar;White Wine;IT1019505;Drink;9
RE10196;Mexican;Fire Burrito;IT1019601;Main Course;19
RE10196;Mexican;Chilli Tacos;IT1019602;Main Course;27
RE10196;Mexican;Chicken Quasedillas;IT1019603;Main Course;20
RE10196;Mexican;Grilled Pork;IT1019604;Main Course;22
RE10196;Mexican;Pork Burritos;IT1019605;Main Course;12
RE10197;Bar;Strawberry Daiquiri;IT1019701;Drink;8
RE10197;Bar;Tequila Sunrise;IT1019702;Drink;6
RE10197;Bar;Beer;IT1019703;Drink;7
RE10197;Bar;Red Wine;IT1019704;Drink;6
RE10197;Bar;White Wine;IT1019705;Drink;6
RE10198;Mexican;Fire Burrito;IT1019801;Main Course;29
RE10198;Mexican;Chilli Tacos;IT1019802;Main Course;10
RE10198;Mexican;Chicken Quasedillas;IT1019803;Main Course;19
RE10198;Mexican;Grilled Pork;IT1019804;Main Course;20
RE10198;Mexican;Pork Burritos;IT1019805;Main Course;22
RE10199;Contemporary;Supreme Nachos;IT1019901;Starter;7
RE10199;Contemporary;Boneless Wings;IT1019902;Starter;12
RE10199;Contemporary;Fajita Wrao;IT1019903;Main Course;21
RE10199;Contemporary;Veggie Delight;IT1019904;Main Course;16
RE10199;Contemporary;Soda;IT1019905;Drink;6
RE10200;Bar;Strawberry Daiquiri;IT1020001;Drink;5
RE10200;Bar;Tequila Sunrise;IT1020002;Drink;6
RE10200;Bar;Beer;IT1020003;Drink;9
RE10200;Bar;Red Wine;IT1020004;Drink;9
RE10200;Bar;White Wine;IT1020005;Drink;9
RE10201;Bar_Pub_Brewery;Draft beer;IT1020101;Drink;9
RE10201;Bar_Pub_Brewery;Special Beer;IT1020102;Drink;5
RE10201;Bar_Pub_Brewery;Bottled Beer;IT1020103;Drink;5
RE10201;Bar_Pub_Brewery;Imported Beer;IT1020104;Drink;5
RE10201;Bar_Pub_Brewery;Family Pack;IT1020105;Drink;9
RE10202;Mexican;Fire Burrito;IT1020201;Main Course;16
RE10202;Mexican;Chilli Tacos;IT1020202;Main Course;15
RE10202;Mexican;Chicken Quasedillas;IT1020203;Main Course;11
RE10202;Mexican;Grilled Pork;IT1020204;Main Course;13
RE10202;Mexican;Pork Burritos;IT1020205;Main Course;24
RE10203;Mexican;Fire Burrito;IT1020301;Main Course;22
RE10203;Mexican;Chilli Tacos;IT1020302;Main Course;19
RE10203;Mexican;Chicken Quasedillas;IT1020303;Main Course;23
RE10203;Mexican;Grilled Pork;IT1020304;Main Course;20
RE10203;Mexican;Pork Burritos;IT1020305;Main Course;17
RE10204;Bar;Strawberry Daiquiri;IT1020401;Drink;7
RE10204;Bar;Tequila Sunrise;IT1020402;Drink;5
RE10204;Bar;Beer;IT1020403;Drink;7
RE10204;Bar;Red Wine;IT1020404;Drink;7
RE10204;Bar;White Wine;IT1020405;Drink;5
RE10205;Bar_Pub_Brewery;Draft beer;IT1020501;Drink;7
RE10205;Bar_Pub_Brewery;Special Beer;IT1020502;Drink;8
RE10205;Bar_Pub_Brewery;Bottled Beer;IT1020503;Drink;6
RE10205;Bar_Pub_Brewery;Imported Beer;IT1020504;Drink;7
RE10205;Bar_Pub_Brewery;Family Pack;IT1020505;Drink;6
RE10206;Chinese;Lobster Cantonese;IT1020601;Main Course;10
RE10206;Chinese;Pork Chow Mein;IT1020602;Main Course;15
RE10206;Chinese;Chicken Chop Suey;IT1020603;Starter;7
RE10206;Chinese;Egg Flower Soup;IT1020604;Starter;6
RE10206;Chinese;Fried Shrimp;IT1020605;Starter;8
RE10207;Mexican;Fire Burrito;IT1020701;Main Course;20
RE10207;Mexican;Chilli Tacos;IT1020702;Main Course;22
RE10207;Mexican;Chicken Quasedillas;IT1020703;Main Course;24
RE10207;Mexican;Grilled Pork;IT1020704;Main Course;27
RE10207;Mexican;Pork Burritos;IT1020705;Main Course;17
RE10208;Japanese;Chukka Salad;IT1020801;Starter;7
RE10208;Japanese;Takitori;IT1020802;Starter;9
RE10208;Japanese;Pork Teriyaki;IT1020803;Main Course;11
RE10208;Japanese;Gunkan With Cucumber;IT1020804;Main Course;11
RE10208;Japanese;Roll with Walnuts;IT1020805;Starter;10
RE10209;Bar;Strawberry Daiquiri;IT1020901;Drink;9
RE10209;Bar;Tequila Sunrise;IT1020902;Drink;6
RE10209;Bar;Beer;IT1020903;Drink;5
RE10209;Bar;Red Wine;IT1020904;Drink;8
RE10209;Bar;White Wine;IT1020905;Drink;5
RE10210;Cafe-Coffee_Shop;Cappuccino;IT1021001;Drink;6
RE10210;Cafe-Coffee_Shop;Glace;IT1021002;Drink;8
RE10210;Cafe-Coffee_Shop;Latte;IT1021003;Drink;6
RE10210;Cafe-Coffee_Shop;Cocoa;IT1021004;Drink;8
RE10210;Cafe-Coffee_Shop;Mocha;IT1021005;Drink;8
RE10211;Cafeteria;Popcorn Chicken;IT1021101;Starter;5
RE10211;Cafeteria;Club Mix;IT1021102;Main Course;25
RE10211;Cafeteria;Classic Cheese Pizza;IT1021103;Main Course;23
RE10211;Cafeteria;Frozen Fruit Cup;IT1021104;Dessert;13
RE10211;Cafeteria;Milkshake;IT1021105;Drink;5
RE10212;Bar;Strawberry Daiquiri;IT1021201;Drink;6
RE10212;Bar;Tequila Sunrise;IT1021202;Drink;9
RE10212;Bar;Beer;IT1021203;Drink;9
RE10212;Bar;Red Wine;IT1021204;Drink;8
RE10212;Bar;White Wine;IT1021205;Drink;5
RE10213;Bar_Pub_Brewery;Draft beer;IT1021301;Drink;8
RE10213;Bar_Pub_Brewery;Special Beer;IT1021302;Drink;6
RE10213;Bar_Pub_Brewery;Bottled Beer;IT1021303;Drink;9
RE10213;Bar_Pub_Brewery;Imported Beer;IT1021304;Drink;6
RE10213;Bar_Pub_Brewery;Family Pack;IT1021305;Drink;9
RE10214;Mexican;Fire Burrito;IT1021401;Main Course;29
RE10214;Mexican;Chilli Tacos;IT1021402;Main Course;16
RE10214;Mexican;Chicken Quasedillas;IT1021403;Main Course;22
RE10214;Mexican;Grilled Pork;IT1021404;Main Course;24
RE10214;Mexican;Pork Burritos;IT1021405;Main Course;21
RE10215;Mediterranean;Chicken Salad;IT1021501;Starter;7
RE10215;Mediterranean;Tabouleh;IT1021502;Starter;11
RE10215;Mediterranean;Lamb Shawarma;IT1021503;Main Course;28
RE10215;Mediterranean;Kefta Kebab;IT1021504;Main Course;21
RE10215;Mediterranean;Soda;IT1021505;Drink;5
RE10216;International;Cheese Bread Sticks;IT1021601;Starter;6
RE10216;International;Honey Glazed Chicken;IT1021602;Starter;14
RE10216;International;Grande Salad;IT1021603;Main Course;11
RE10216;International;Beef Steak;IT1021604;Main Course;12
RE10216;International;Apple Drink;IT1021605;Drink;9
RE10217;Mexican;Fire Burrito;IT1021701;Main Course;26
RE10217;Mexican;Chilli Tacos;IT1021702;Main Course;11
RE10217;Mexican;Chicken Quasedillas;IT1021703;Main Course;26
RE10217;Mexican;Grilled Pork;IT1021704;Main Course;25
RE10217;Mexican;Pork Burritos;IT1021705;Main Course;25
RE10218;Italian;Bruschetta;IT1021801;Starter;8
RE10218;Italian;Pepperoni Pizza;IT1021802;Main Course;20
RE10218;Italian;Bolognese Pasta;IT1021803;Main Course;21
RE10218;Italian;Smoked Mushroom Soup;IT1021804;Starter;13
RE10218;Italian;Tiramisu;IT1021805;Dessert;9
RE10219;Bar;Strawberry Daiquiri;IT1021901;Drink;9
RE10219;Bar;Tequila Sunrise;IT1021902;Drink;9
RE10219;Bar;Beer;IT1021903;Drink;5
RE10219;Bar;Red Wine;IT1021904;Drink;9
RE10219;Bar;White Wine;IT1021905;Drink;7
RE10220;Bar_Pub_Brewery;Draft beer;IT1022001;Drink;8
RE10220;Bar_Pub_Brewery;Special Beer;IT1022002;Drink;9
RE10220;Bar_Pub_Brewery;Bottled Beer;IT1022003;Drink;8
RE10220;Bar_Pub_Brewery;Imported Beer;IT1022004;Drink;9
RE10220;Bar_Pub_Brewery;Family Pack;IT1022005;Drink;9
RE10221;Bar;Strawberry Daiquiri;IT1022101;Drink;9
RE10221;Bar;Tequila Sunrise;IT1022102;Drink;7
RE10221;Bar;Beer;IT1022103;Drink;8
RE10221;Bar;Red Wine;IT1022104;Drink;6
RE10221;Bar;White Wine;IT1022105;Drink;5
RE10222;Bar_Pub_Brewery;Draft beer;IT1022201;Drink;5
RE10222;Bar_Pub_Brewery;Special Beer;IT1022202;Drink;7
RE10222;Bar_Pub_Brewery;Bottled Beer;IT1022203;Drink;7
RE10222;Bar_Pub_Brewery;Imported Beer;IT1022204;Drink;8
RE10222;Bar_Pub_Brewery;Family Pack;IT1022205;Drink;5
RE10223;Italian;Bruschetta;IT1022301;Starter;9
RE10223;Italian;Pepperoni Pizza;IT1022302;Main Course;29
RE10223;Italian;Bolognese Pasta;IT1022303;Main Course;24
RE10223;Italian;Smoked Mushroom Soup;IT1022304;Starter;11
RE10223;Italian;Tiramisu;IT1022305;Dessert;6
RE10224;Seafood;Crab Masala;IT1022401;Main Course;19
RE10224;Seafood;Tandoori Fish;IT1022402;Main Course;11
RE10224;Seafood;Salmon Sikandari;IT1022403;Main Course;28
RE10224;Seafood;Chilli Prawn Brochettes;IT1022404;Main Course;12
RE10224;Seafood;Lobster Salad;IT1022405;Starter;6
RE10225;Mexican;Fire Burrito;IT1022501;Main Course;20
RE10225;Mexican;Chilli Tacos;IT1022502;Main Course;19
RE10225;Mexican;Chicken Quasedillas;IT1022503;Main Course;20
RE10225;Mexican;Grilled Pork;IT1022504;Main Course;11
RE10225;Mexican;Pork Burritos;IT1022505;Main Course;16
RE10226;Mediterranean;Chicken Salad;IT1022601;Starter;7
RE10226;Mediterranean;Tabouleh;IT1022602;Starter;14
RE10226;Mediterranean;Lamb Shawarma;IT1022603;Main Course;23
RE10226;Mediterranean;Kefta Kebab;IT1022604;Main Course;25
RE10226;Mediterranean;Soda;IT1022605;Drink;9
RE10227;Burgers;Chicken Burger;IT1022701;Main Course;11
RE10227;Burgers;Hamburger;IT1022702;Main Course;18
RE10227;Burgers;Beef Burger;IT1022703;Main Course;13
RE10227;Burgers;Mixed Burger;IT1022704;Main Course;27
RE10227;Burgers;Soda;IT1022705;Drink;9
RE10228;Mexican;Fire Burrito;IT1022801;Main Course;14
RE10228;Mexican;Chilli Tacos;IT1022802;Main Course;16
RE10228;Mexican;Chicken Quasedillas;IT1022803;Main Course;28
RE10228;Mexican;Grilled Pork;IT1022804;Main Course;19
RE10228;Mexican;Pork Burritos;IT1022805;Main Course;18
RE10229;Cafe-Coffee_Shop;Cappuccino;IT1022901;Drink;6
RE10229;Cafe-Coffee_Shop;Glace;IT1022902;Drink;6
RE10229;Cafe-Coffee_Shop;Latte;IT1022903;Drink;6
RE10229;Cafe-Coffee_Shop;Cocoa;IT1022904;Drink;5
RE10229;Cafe-Coffee_Shop;Mocha;IT1022905;Drink;7
RE10230;Cafeteria;Popcorn Chicken;IT1023001;Starter;14
RE10230;Cafeteria;Club Mix;IT1023002;Main Course;20
RE10230;Cafeteria;Classic Cheese Pizza;IT1023003;Main Course;14
RE10230;Cafeteria;Frozen Fruit Cup;IT1023004;Dessert;6
RE10230;Cafeteria;Milkshake;IT1023005;Drink;6
RE10231;Mexican;Fire Burrito;IT1023101;Main Course;11
RE10231;Mexican;Chilli Tacos;IT1023102;Main Course;20
RE10231;Mexican;Chicken Quasedillas;IT1023103;Main Course;25
RE10231;Mexican;Grilled Pork;IT1023104;Main Course;10
RE10231;Mexican;Pork Burritos;IT1023105;Main Course;23
RE10232;Latin_American;Chicken with Chilli Flakes;IT1023201;Main Course;20
RE10232;Latin_American;Parillia Steak;IT1023202;Main Course;14
RE10232;Latin_American;Tostades;IT1023203;Main Course;29
RE10232;Latin_American;Soft Shell Tacos;IT1023204;Main Course;18
RE10232;Latin_American;Chimichangas;IT1023205;Main Course;14
RE10233;Mexican;Fire Burrito;IT1023301;Main Course;16
RE10233;Mexican;Chilli Tacos;IT1023302;Main Course;11
RE10233;Mexican;Chicken Quasedillas;IT1023303;Main Course;24
RE10233;Mexican;Grilled Pork;IT1023304;Main Course;22
RE10233;Mexican;Pork Burritos;IT1023305;Main Course;10
RE10234;American;Artichoke Salad;IT1023401;Starter;12
RE10234;American;Cobb Salad;IT1023402;Starter;10
RE10234;American;Grilled Salmon;IT1023403;Main Course;26
RE10234;American;New York Steak;IT1023404;Main Course;19
RE10234;American;Turkey Sandwich;IT1023405;Main Course;12
RE10235;International;Cheese Bread Sticks;IT1023501;Starter;7
RE10235;International;Honey Glazed Chicken;IT1023502;Starter;12
RE10235;International;Grande Salad;IT1023503;Main Course;11
RE10235;International;Beef Steak;IT1023504;Main Course;25
RE10235;International;Apple Drink;IT1023505;Drink;9
RE10236;Family;Stuffed Breadsticks;IT1023601;Starter;12
RE10236;Family;Garlic Bread;IT1023602;Starter;13
RE10236;Family;Sweet Corn Soup;IT1023603;Starter;14
RE10236;Family;Beef Burger;IT1023604;Main Course;20
RE10236;Family;Soda;IT1023605;Drink;6
RE10237;Cafeteria;Popcorn Chicken;IT1023701;Starter;11
RE10237;Cafeteria;Club Mix;IT1023702;Main Course;23
RE10237;Cafeteria;Classic Cheese Pizza;IT1023703;Main Course;19
RE10237;Cafeteria;Frozen Fruit Cup;IT1023704;Dessert;5
RE10237;Cafeteria;Milkshake;IT1023705;Drink;6
RE10238;Mexican;Fire Burrito;IT1023801;Main Course;10
RE10238;Mexican;Chilli Tacos;IT1023802;Main Course;29
RE10238;Mexican;Chicken Quasedillas;IT1023803;Main Course;25
RE10238;Mexican;Grilled Pork;IT1023804;Main Course;10
RE10238;Mexican;Pork Burritos;IT1023805;Main Course;29
RE10239;Family;Stuffed Breadsticks;IT1023901;Starter;6
RE10239;Family;Garlic Bread;IT1023902;Starter;14
RE10239;Family;Sweet Corn Soup;IT1023903;Starter;12
RE10239;Family;Beef Burger;IT1023904;Main Course;11
RE10239;Family;Soda;IT1023905;Drink;6
RE10240;Caribbean;Sweet Potato Crisps;IT1024001;Starter;7
RE10240;Caribbean;Ackee with Fried Dumplings;IT1024002;Main Course;28
RE10240;Caribbean;Curry Goat with Rice and Peas;IT1024003;Main Course;20
RE10240;Caribbean;Ginger Cake;IT1024004;Dessert;5
RE10240;Caribbean;Jamaican Rum;IT1024005;Drink;7
RE10241;Mexican;Fire Burrito;IT1024101;Main Course;18
RE10241;Mexican;Chilli Tacos;IT1024102;Main Course;20
RE10241;Mexican;Chicken Quasedillas;IT1024103;Main Course;12
RE10241;Mexican;Grilled Pork;IT1024104;Main Course;26
RE10241;Mexican;Pork Burritos;IT1024105;Main Course;21
RE10242;American;Artichoke Salad;IT1024201;Starter;13
RE10242;American;Cobb Salad;IT1024202;Starter;8
RE10242;American;Grilled Salmon;IT1024203;Main Course;29
RE10242;American;New York Steak;IT1024204;Main Course;13
RE10242;American;Turkey Sandwich;IT1024205;Main Course;12
RE10243;Mexican;Fire Burrito;IT1024301;Main Course;11
RE10243;Mexican;Chilli Tacos;IT1024302;Main Course;14
RE10243;Mexican;Chicken Quasedillas;IT1024303;Main Course;27
RE10243;Mexican;Grilled Pork;IT1024304;Main Course;16
RE10243;Mexican;Pork Burritos;IT1024305;Main Course;19
RE10244;Mexican;Fire Burrito;IT1024401;Main Course;27
RE10244;Mexican;Chilli Tacos;IT1024402;Main Course;17
RE10244;Mexican;Chicken Quasedillas;IT1024403;Main Course;24
RE10244;Mexican;Grilled Pork;IT1024404;Main Course;10
RE10244;Mexican;Pork Burritos;IT1024405;Main Course;14
RE10245;Family;Stuffed Breadsticks;IT1024501;Starter;9
RE10245;Family;Garlic Bread;IT1024502;Starter;13
RE10245;Family;Sweet Corn Soup;IT1024503;Starter;7
RE10245;Family;Beef Burger;IT1024504;Main Course;20
RE10245;Family;Soda;IT1024505;Drink;6
RE10246;Bar;Strawberry Daiquiri;IT1024601;Drink;7
RE10246;Bar;Tequila Sunrise;IT1024602;Drink;5
RE10246;Bar;Beer;IT1024603;Drink;5
RE10246;Bar;Red Wine;IT1024604;Drink;6
RE10246;Bar;White Wine;IT1024605;Drink;7
RE10247;Mexican;Fire Burrito;IT1024701;Main Course;23
RE10247;Mexican;Chilli Tacos;IT1024702;Main Course;23
RE10247;Mexican;Chicken Quasedillas;IT1024703;Main Course;20
RE10247;Mexican;Grilled Pork;IT1024704;Main Course;16
RE10247;Mexican;Pork Burritos;IT1024705;Main Course;26
RE10248;Cafeteria;Popcorn Chicken;IT1024801;Starter;13
RE10248;Cafeteria;Club Mix;IT1024802;Main Course;29
RE10248;Cafeteria;Classic Cheese Pizza;IT1024803;Main Course;21
RE10248;Cafeteria;Frozen Fruit Cup;IT1024804;Dessert;9
RE10248;Cafeteria;Milkshake;IT1024805;Drink;8
RE10249;Family;Stuffed Breadsticks;IT1024901;Starter;10
RE10249;Family;Garlic Bread;IT1024902;Starter;6
RE10249;Family;Sweet Corn Soup;IT1024903;Starter;14
RE10249;Family;Beef Burger;IT1024904;Main Course;20
RE10249;Family;Soda;IT1024905;Drink;6
RE10250;American;Artichoke Salad;IT1025001;Starter;8
RE10250;American;Cobb Salad;IT1025002;Starter;12
RE10250;American;Grilled Salmon;IT1025003;Main Course;12
RE10250;American;New York Steak;IT1025004;Main Course;10
RE10250;American;Turkey Sandwich;IT1025005;Main Course;22
RE10251;Contemporary;Supreme Nachos;IT1025101;Starter;10
RE10251;Contemporary;Boneless Wings;IT1025102;Starter;7
RE10251;Contemporary;Fajita Wrao;IT1025103;Main Course;17
RE10251;Contemporary;Veggie Delight;IT1025104;Main Course;19
RE10251;Contemporary;Soda;IT1025105;Drink;8
RE10252;Italian;Bruschetta;IT1025201;Starter;10
RE10252;Italian;Pepperoni Pizza;IT1025202;Main Course;12
RE10252;Italian;Bolognese Pasta;IT1025203;Main Course;26
RE10252;Italian;Smoked Mushroom Soup;IT1025204;Starter;13
RE10252;Italian;Tiramisu;IT1025205;Dessert;8
RE10253;American;Artichoke Salad;IT1025301;Starter;10
RE10253;American;Cobb Salad;IT1025302;Starter;13
RE10253;American;Grilled Salmon;IT1025303;Main Course;15
RE10253;American;New York Steak;IT1025304;Main Course;28
RE10253;American;Turkey Sandwich;IT1025305;Main Course;21
RE10254;American;Artichoke Salad;IT1025401;Starter;14
RE10254;American;Cobb Salad;IT1025402;Starter;12
RE10254;American;Grilled Salmon;IT1025403;Main Course;23
RE10254;American;New York Steak;IT1025404;Main Course;26
RE10254;American;Turkey Sandwich;IT1025405;Main Course;21
RE10255;American;Artichoke Salad;IT1025501;Starter;13
RE10255;American;Cobb Salad;IT1025502;Starter;9
RE10255;American;Grilled Salmon;IT1025503;Main Course;27
RE10255;American;New York Steak;IT1025504;Main Course;14
RE10255;American;Turkey Sandwich;IT1025505;Main Course;27
RE10256;Family;Stuffed Breadsticks;IT1025601;Starter;11
RE10256;Family;Garlic Bread;IT1025602;Starter;10
RE10256;Family;Sweet Corn Soup;IT1025603;Starter;13
RE10256;Family;Beef Burger;IT1025604;Main Course;21
RE10256;Family;Soda;IT1025605;Drink;9
RE10257;Mexican;Fire Burrito;IT1025701;Main Course;11
RE10257;Mexican;Chilli Tacos;IT1025702;Main Course;20
RE10257;Mexican;Chicken Quasedillas;IT1025703;Main Course;29
RE10257;Mexican;Grilled Pork;IT1025704;Main Course;11
RE10257;Mexican;Pork Burritos;IT1025705;Main Course;27
RE10258;American;Artichoke Salad;IT1025801;Starter;11
RE10258;American;Cobb Salad;IT1025802;Starter;10
RE10258;American;Grilled Salmon;IT1025803;Main Course;29
RE10258;American;New York Steak;IT1025804;Main Course;26
RE10258;American;Turkey Sandwich;IT1025805;Main Course;28
RE10259;American;Artichoke Salad;IT1025901;Starter;9
RE10259;American;Cobb Salad;IT1025902;Starter;7
RE10259;American;Grilled Salmon;IT1025903;Main Course;29
RE10259;American;New York Steak;IT1025904;Main Course;27
RE10259;American;Turkey Sandwich;IT1025905;Main Course;15
RE10260;Mexican;Fire Burrito;IT1026001;Main Course;14
RE10260;Mexican;Chilli Tacos;IT1026002;Main Course;13
RE10260;Mexican;Chicken Quasedillas;IT1026003;Main Course;20
RE10260;Mexican;Grilled Pork;IT1026004;Main Course;22
RE10260;Mexican;Pork Burritos;IT1026005;Main Course;27
RE10261;American;Artichoke Salad;IT1026101;Starter;6
RE10261;American;Cobb Salad;IT1026102;Starter;8
RE10261;American;Grilled Salmon;IT1026103;Main Course;16
RE10261;American;New York Steak;IT1026104;Main Course;21
RE10261;American;Turkey Sandwich;IT1026105;Main Course;19
RE10262;Mexican;Fire Burrito;IT1026201;Main Course;26
RE10262;Mexican;Chilli Tacos;IT1026202;Main Course;18
RE10262;Mexican;Chicken Quasedillas;IT1026203;Main Course;18
RE10262;Mexican;Grilled Pork;IT1026204;Main Course;23
RE10262;Mexican;Pork Burritos;IT1026205;Main Course;21
RE10263;Mexican;Fire Burrito;IT1026301;Main Course;18
RE10263;Mexican;Chilli Tacos;IT1026302;Main Course;29
RE10263;Mexican;Chicken Quasedillas;IT1026303;Main Course;18
RE10263;Mexican;Grilled Pork;IT1026304;Main Course;15
RE10263;Mexican;Pork Burritos;IT1026305;Main Course;26
RE10264;Mexican;Fire Burrito;IT1026401;Main Course;25
RE10264;Mexican;Chilli Tacos;IT1026402;Main Course;25
RE10264;Mexican;Chicken Quasedillas;IT1026403;Main Course;23
RE10264;Mexican;Grilled Pork;IT1026404;Main Course;26
RE10264;Mexican;Pork Burritos;IT1026405;Main Course;13
RE10265;Mexican;Fire Burrito;IT1026501;Main Course;12
RE10265;Mexican;Chilli Tacos;IT1026502;Main Course;21
RE10265;Mexican;Chicken Quasedillas;IT1026503;Main Course;20
RE10265;Mexican;Grilled Pork;IT1026504;Main Course;19
RE10265;Mexican;Pork Burritos;IT1026505;Main Course;24
RE10266;Mexican;Fire Burrito;IT1026601;Main Course;19
RE10266;Mexican;Chilli Tacos;IT1026602;Main Course;21
RE10266;Mexican;Chicken Quasedillas;IT1026603;Main Course;22
RE10266;Mexican;Grilled Pork;IT1026604;Main Course;21
RE10266;Mexican;Pork Burritos;IT1026605;Main Course;25
RE10267;Mexican;Fire Burrito;IT1026701;Main Course;22
RE10267;Mexican;Chilli Tacos;IT1026702;Main Course;21
RE10267;Mexican;Chicken Quasedillas;IT1026703;Main Course;23
RE10267;Mexican;Grilled Pork;IT1026704;Main Course;11
RE10267;Mexican;Pork Burritos;IT1026705;Main Course;22
RE10268;American;Artichoke Salad;IT1026801;Starter;10
RE10268;American;Cobb Salad;IT1026802;Starter;6
RE10268;American;Grilled Salmon;IT1026803;Main Course;14
RE10268;American;New York Steak;IT1026804;Main Course;22
RE10268;American;Turkey Sandwich;IT1026805;Main Course;19
RE10269;Bar;Strawberry Daiquiri;IT1026901;Drink;6
RE10269;Bar;Tequila Sunrise;IT1026902;Drink;9
RE10269;Bar;Beer;IT1026903;Drink;6
RE10269;Bar;Red Wine;IT1026904;Drink;9
RE10269;Bar;White Wine;IT1026905;Drink;8
RE10270;Bar;Strawberry Daiquiri;IT1027001;Drink;6
RE10270;Bar;Tequila Sunrise;IT1027002;Drink;5
RE10270;Bar;Beer;IT1027003;Drink;9
RE10270;Bar;Red Wine;IT1027004;Drink;8
RE10270;Bar;White Wine;IT1027005;Drink;6
RE10271;Bar;Strawberry Daiquiri;IT1027101;Drink;7
RE10271;Bar;Tequila Sunrise;IT1027102;Drink;9
RE10271;Bar;Beer;IT1027103;Drink;8
RE10271;Bar;Red Wine;IT1027104;Drink;9
RE10271;Bar;White Wine;IT1027105;Drink;9
RE10272;Bar;Strawberry Daiquiri;IT1027201;Drink;6
RE10272;Bar;Tequila Sunrise;IT1027202;Drink;5
RE10272;Bar;Beer;IT1027203;Drink;6
RE10272;Bar;Red Wine;IT1027204;Drink;7
RE10272;Bar;White Wine;IT1027205;Drink;5
RE10273;Bar;Strawberry Daiquiri;IT1027301;Drink;5
RE10273;Bar;Tequila Sunrise;IT1027302;Drink;5
RE10273;Bar;Beer;IT1027303;Drink;8
RE10273;Bar;Red Wine;IT1027304;Drink;7
RE10273;Bar;White Wine;IT1027305;Drink;9
RE10274;Bar;Strawberry Daiquiri;IT1027401;Drink;8
RE10274;Bar;Tequila Sunrise;IT1027402;Drink;5
RE10274;Bar;Beer;IT1027403;Drink;8
RE10274;Bar;Red Wine;IT1027404;Drink;8
RE10274;Bar;White Wine;IT1027405;Drink;8
RE10275;Mexican;Fire Burrito;IT1027501;Main Course;21
RE10275;Mexican;Chilli Tacos;IT1027502;Main Course;11
RE10275;Mexican;Chicken Quasedillas;IT1027503;Main Course;29
RE10275;Mexican;Grilled Pork;IT1027504;Main Course;28
RE10275;Mexican;Pork Burritos;IT1027505;Main Course;23
RE10276;Burgers;Chicken Burger;IT1027601;Main Course;12
RE10276;Burgers;Hamburger;IT1027602;Main Course;29
RE10276;Burgers;Beef Burger;IT1027603;Main Course;18
RE10276;Burgers;Mixed Burger;IT1027604;Main Course;13
RE10276;Burgers;Soda;IT1027605;Drink;5
RE10277;Hot_Dogs;Chicago Genuine;IT1027701;Main Course;17
