RestaurantID;RestaurantName;AddressID;RestaurantAddress;RestaurantCity;RestaurantState;RestaurantCountry;RestaurantZIP;Alcohol;Smoking;DressCode;Pricing;Accessibility;Franchise;OtherServices;Parking;Cuisine;WorkingHours;OpeningTime;ClosingTime;WorkingDays;WorkingDay_Sunday;WorkingDay_Monday;WorkingDay_Tuesday;WorkingDay_Wednesday;WorkingDay_Thursday;WorkingDay_Friday;WorkingDay_Saturday;DeliveryType;DeliveryRate
RE10199;151 Grill;A1037324;Elka;Berlin;Brandenburg;Germany;742095;No_Alcohol_Served;section;informal;2;no_accessibility;f;none;yes;Contemporary;"07:00-23:30;";07:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10200;Full Mi Belly;A1036118;Lawn;Berlin;Brandenburg;Germany;591665;Wine-Beer;only at bar;informal;1;no_accessibility;t;Internet;none;Bar;"07:00-23:30;";07:00;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10201;Bistro 135 Inc.;A1045870;Corry;Berlin;Brandenburg;Germany;532842;No_Alcohol_Served;none;informal;3;partially;f;variety;yes;Bar_Pub_Brewery;"07:00-23:30;";07:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10202;Anne''s Pancakes;A1097538;Forest Run;Berlin;Brandenburg;Germany;351176;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;none;Mexican;"09:30-23:30;";09:30;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10203;Soul Dog;A1048783;Clarendon;Berlin;Brandenburg;Germany;486214;No_Alcohol_Served;none;informal;1;completely;f;none;none;Mexican;"09:30-23:30;";09:30;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10204;Hunan Garden Chen;A1057861;Oxford;Berlin;Brandenburg;Germany;479402;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;yes;Bar;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10205;Franklin Avenue Cafe;A1046749;Fairview;Berlin;Brandenburg;Germany;329325;Wine-Beer;section;informal;4;no_accessibility;f;none;none;Bar_Pub_Brewery;"13:00-23:00;";13:00;23:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10206;Clean Bean;A1079676;Bowman;Berlin;Brandenburg;Germany;508707;No_Alcohol_Served;permitted;informal;5;no_accessibility;f;none;yes;Chinese;"13:00-23:30;";13:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10207;Albany''s Golden Cue Billiard Lounge;A1008014;Brown;Berlin;Brandenburg;Germany;642598;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;none;Mexican;"13:00-22:00;";13:00;22:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;10
RE10208;Lunas Ii;A1089133;Arkansas;Berlin;Brandenburg;Germany;903957;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;none;Japanese;"13:00-23:30;";13:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10209;Cornwall Bagels;A1042782;Ilene;Berlin;Brandenburg;Germany;560601;No_Alcohol_Served;none;informal;1;completely;f;none;yes;Bar;"13:00-23:30;";13:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10210;Ba Le Sandwiches;A1045076;Clyde Gallagher;Berlin;Brandenburg;Germany;104802;Wine-Beer;section;casual;3;completely;f;none;none;Cafe-Coffee_Shop;"13:00-20:00;";13:00;20:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10211;Campeche Restaurant, Inc;A1038940;Summer Ridge;Berlin;Brandenburg;Germany;628558;No_Alcohol_Served;not permitted;informal;2;completely;f;none;yes;Cafeteria;"07:00-23:00;";07:00;23:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10212;Beyond Borders Fusion Foods Llc;A1037447;Raven;Berlin;Brandenburg;Germany;819817;Wine-Beer;none;formal;2;no_accessibility;f;none;none;Bar;"07:00-23:00;";07:00;23:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10213;Pheobe''s Restaurant;A1042493;Moose;Berlin;Brandenburg;Germany;425196;No_Alcohol_Served;none;informal;1;no_accessibility;f;none;none;Bar_Pub_Brewery;"07:00-23:00;";07:00;23:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10214;Alexandria Mediterranean Cuisine;A1078633;Dexter;Berlin;Brandenburg;Germany;745514;Wine-Beer;none;informal;2;no_accessibility;f;none;none;Mexican;"09:00-23:30;";09:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10215;Vfw Post 2307;A1048967;Arkansas;Berlin;Brandenburg;Germany;470731;No_Alcohol_Served;not permitted;informal;5;no_accessibility;f;none;yes;Mediterranean;"09:00-23:30;";09:00;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10216;The Local Option Tavern;A1053880;Eggendart;Berlin;Brandenburg;Germany;239662;No_Alcohol_Served;none;informal;4;no_accessibility;t;none;yes;International;"09:00-23:30;";09:00;23:30;"Sun;";Yes;No;No;No;No;No;No;FlatRate;10
RE10217;Zengo;A1049219;Laurel;Berlin;Brandenburg;Germany;433890;No_Alcohol_Served;none;informal;3;partially;f;none;yes;Mexican;"12:00-23:30;";12:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10218;Great Wall Chinese Tak;A1030053;Del Mar;Berlin;Brandenburg;Germany;277851;No_Alcohol_Served;not permitted;informal;1;completely;t;none;yes;Italian;"12:00-23:30;";12:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10219;Central Saloon, The;A1040979;Sommers;Berlin;Brandenburg;Germany;634969;Wine-Beer;section;informal;5;no_accessibility;f;none;valet parking;Bar;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10220;Allied Housing;A1050718;Ridgeview;Berlin;Brandenburg;Germany;391746;Wine-Beer;none;informal;1;no_accessibility;f;none;none;Bar_Pub_Brewery;"12:00-23:00;";12:00;23:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;10
RE10221;Cocoplum 153;A1059514;3rd;Berlin;Brandenburg;Germany;998724;No_Alcohol_Served;not permitted;informal;2;no_accessibility;f;none;yes;Bar;"12:00-23:00;";12:00;23:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10222;Dippin Donuts;A1098925;Lake View;Berlin;Brandenburg;Germany;640901;No_Alcohol_Served;none;informal;1;completely;f;none;yes;Bar_Pub_Brewery;"12:00-23:00;";12:00;23:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;5
RE10223;Bristol Mt. Day Care;A1002038;Blue Bill Park;Berlin;Brandenburg;Germany;897159;No_Alcohol_Served;none;informal;3;completely;t;none;yes;Italian;"07:00-23:00;";07:00;23:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10224;Oceanaire Seafood Room;A1044422;Morrow;Berlin;Brandenburg;Germany;227297;No_Alcohol_Served;not permitted;informal;1;partially;t;none;yes;Seafood;"07:00-23:00;";07:00;23:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10225;Dunkin Dounuts;A1098905;Schlimgen;Berlin;Brandenburg;Germany;737414;No_Alcohol_Served;not permitted;informal;1;completely;f;none;none;Mexican;"07:00-23:00;";07:00;23:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10226;O''learys Blazer Pub;A1033656;Utah;Berlin;Brandenburg;Germany;369091;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;none;Mediterranean;"14:00-23:30;";14:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10227;134 Broadway Cafe;A1033053;Mcguire;Berlin;Brandenburg;Germany;453517;Wine-Beer;not permitted;informal;1;no_accessibility;f;Internet;none;Burgers;"14:00-23:30;";14:00;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10228;Hand Held Products Cafeteria;A1058293;Corben;Berlin;Brandenburg;Germany;651388;No_Alcohol_Served;none;informal;4;completely;f;none;none;Mexican;"14:00-18:00;";14:00;18:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10229;Wolfe''s Pizza & Wholesale;A1071728;Sugar;Berlin;Brandenburg;Germany;891903;No_Alcohol_Served;none;informal;5;completely;f;none;yes;Cafe-Coffee_Shop;"07:00-22:30;";07:00;22:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10230;Paulina Grocery;A1013130;Linden;Berlin;Brandenburg;Germany;913964;No_Alcohol_Served;none;informal;1;no_accessibility;f;none;yes;Cafeteria;"07:00-22:30;";07:00;22:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10231;Knuckleheads Brewhouse;A1040059;Barby;Berlin;Brandenburg;Germany;610274;No_Alcohol_Served;none;informal;1;completely;f;none;yes;Mexican;"07:00-22:30;";07:00;22:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10232;Jj''s Pizza Planet;A1002888;Tennyson;Berlin;Brandenburg;Germany;884236;Wine-Beer;only at bar;informal;2;partially;f;none;valet parking;Latin_American;"08:30-19:30;";08:30;19:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10233;Sick Moon Saloon;A1075400;Victoria;Berlin;Brandenburg;Germany;218393;No_Alcohol_Served;none;informal;5;completely;t;none;yes;Mexican;"08:30-19:30;";08:30;19:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10234;Old Hotel Cafe;A1010135;Drewry;Berlin;Brandenburg;Germany;435104;No_Alcohol_Served;permitted;informal;2;completely;t;none;none;American;"09:00-15:00;";09:00;15:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10235;Cheryl''s Place;A1081278;Dovetail;Berlin;Brandenburg;Germany;476352;Wine-Beer;none;informal;4;no_accessibility;f;none;none;International;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10236;Bronxville Cinemas;A1006280;Stoughton;Berlin;Brandenburg;Germany;542892;No_Alcohol_Served;none;casual;2;completely;f;none;yes;Family;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10237;J & G Italian Deli;A1001115;Melby;Berlin;Brandenburg;Germany;998425;Wine-Beer;section;informal;5;no_accessibility;t;Internet;yes;Cafeteria;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10238;Gelato Fresco;A1068326;Macpherson;Berlin;Brandenburg;Germany;313488;No_Alcohol_Served;not permitted;informal;3;completely;t;none;yes;Mexican;"07:00-23:00;";07:00;23:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10239;Texas Lunch Restaurant;A1091755;Eliot;Berlin;Brandenburg;Germany;159392;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;yes;Family;"07:00-23:00;";07:00;23:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10240;Cafe Les Baux;A1052425;Merry;Berlin;Brandenburg;Germany;475245;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;yes;Caribbean;"07:00-23:00;";07:00;23:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10241;Vico Restaurant;A1076866;Leroy;Berlin;Brandenburg;Germany;210246;Wine-Beer;none;informal;1;no_accessibility;f;none;yes;Mexican;"11:30-19:00;";11:30;19:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10242;Shogi Japanese Resturant;A1061449;Homewood;Berlin;Brandenburg;Germany;625846;Wine-Beer;section;informal;3;no_accessibility;f;none;none;American;"11:30-19:00;";11:30;19:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;5
RE10243;La Forchetta;A1023121;Mosinee;Berlin;Brandenburg;Germany;355829;Wine-Beer;none;informal;3;no_accessibility;f;none;none;Mexican;"11:30-19:00;";11:30;19:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10244;Palermo''s Sub Station;A1097314;Brentwood;Berlin;Brandenburg;Germany;744530;No_Alcohol_Served;not permitted;informal;5;no_accessibility;t;none;none;Mexican;"12:00-23:30;";12:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10245;Patio Drive In;A1021708;Mosinee;Berlin;Brandenburg;Germany;822291;No_Alcohol_Served;not permitted;informal;4;no_accessibility;f;none;none;Family;"12:00-23:30;";12:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10246;Lynbrook S Middle Schl(lynbrook Ufsd;A1044408;Wayridge;Berlin;Brandenburg;Germany;656719;Wine-Beer;none;informal;2;completely;f;none;none;Bar;"12:00-23:30;";12:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10247;Panaderia Juarez;A1004476;Katie;Berlin;Brandenburg;Germany;243807;Full_Bar;section;informal;1;completely;f;variety;none;Mexican;"13:00-23:00;";13:00;23:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10248;Doggitt;A1072218;Derek;Berlin;Brandenburg;Germany;144805;Wine-Beer;none;informal;2;completely;f;none;none;Cafeteria;"13:00-23:00;";13:00;23:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10249;Hanks Ice Cream;A1065835;La Follette;Berlin;Brandenburg;Germany;513759;No_Alcohol_Served;none;informal;1;completely;f;none;public;Family;"13:00-23:00;";13:00;23:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10250;God First God Last God Always;A1040156;Maryland;Berlin;Brandenburg;Germany;697561;No_Alcohol_Served;section;informal;4;no_accessibility;f;none;none;American;"13:00-23:00;";13:00;23:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10251;Muddy Cup Coffee House;A1033072;Golf View;Berlin;Brandenburg;Germany;548113;Wine-Beer;none;casual;2;completely;f;none;none;Contemporary;"13:00-23:00;";13:00;23:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10252;Shining Star Child Development Institute Of The Arts Inc.;A1000517;Mallard;Berlin;Brandenburg;Germany;770240;Full_Bar;section;informal;2;no_accessibility;f;none;none;Italian;"13:00-23:00;";13:00;23:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;10
RE10253;Ross Towers Nutrition Site;A1090642;Sundown;Berlin;Brandenburg;Germany;386443;No_Alcohol_Served;not permitted;informal;4;completely;f;none;none;American;"00:00-00:00;";00:00;00:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10254;Tortillas Mexico Mexico;A1050579;Lukken;Berlin;Brandenburg;Germany;513253;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;none;American;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10255;Los Primos Pizza Restaurant;A1008609;Merchant;Berlin;Brandenburg;Germany;807955;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;yes;American;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10256;Thruway Deli;A1025177;Charing Cross;Berlin;Brandenburg;Germany;173533;No_Alcohol_Served;not permitted;casual;3;partially;t;none;none;Family;"14:00-22:00;";14:00;22:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;10
RE10257;T.c. Hooligan''s Bar & Grill;A1027356;Bay;Berlin;Brandenburg;Germany;430818;No_Alcohol_Served;none;informal;2;completely;f;none;none;Mexican;"14:00-22:00;";14:00;22:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10258;Rockville Links Halfway Snack Bar;A1019308;Dapin;Berlin;Brandenburg;Germany;971698;Wine-Beer;none;casual;2;no_accessibility;f;none;none;American;"14:00-20:30;";14:00;20:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10259;China Express Restaurant;A1053556;Kensington;Berlin;Brandenburg;Germany;41230;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;none;American;"07:00-19:00;";07:00;19:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10260;Starbucks Coofee;A1061345;Pennsylvania;Berlin;Brandenburg;Germany;223701;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;none;Mexican;"07:00-19:00;";07:00;19:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10261;Cherry Brook Inn;A1011064;Eggendart;Berlin;Brandenburg;Germany;813425;Full_Bar;section;informal;4;completely;f;variety;none;American;"07:00-19:00;";07:00;19:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10262;Fernis Restaurant;A1049755;Lukken;Berlin;Brandenburg;Germany;802670;No_Alcohol_Served;section;informal;4;no_accessibility;f;none;none;Mexican;"11:00-22:00;";11:00;22:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10263;Pepper Jack''s;A1013713;Westport;Berlin;Brandenburg;Germany;71087;Wine-Beer;none;informal;5;no_accessibility;f;none;none;Mexican;"11:00-22:00;";11:00;22:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10264;Pars-persian Store;A1067136;Bellgrove;Berlin;Brandenburg;Germany;664710;No_Alcohol_Served;none;informal;5;no_accessibility;f;none;none;Mexican;"11:00-22:00;";11:00;22:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;10
RE10265;Rio Mart;A1085632;Ridge Oak;Berlin;Brandenburg;Germany;920110;No_Alcohol_Served;none;informal;2;no_accessibility;f;Internet;none;Mexican;"08:00-23:30;";08:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10266;Orbit Gyros And Grill;A1060346;Saint Paul;Berlin;Brandenburg;Germany;136297;Wine-Beer;section;informal;5;no_accessibility;f;none;none;Mexican;"08:00-23:30;";08:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10267;Senor Dogs;A1014200;Kennedy;Berlin;Brandenburg;Germany;466546;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;none;Mexican;"08:00-23:30;";08:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10268;Four Points By Sheraton;A1034873;Jay;Berlin;Brandenburg;Germany;293355;Wine-Beer;section;casual;3;no_accessibility;f;none;none;American;"08:00-23:30;";08:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10269;El Parral Rest;A1036585;Eggendart;Berlin;Brandenburg;Germany;137169;No_Alcohol_Served;not permitted;informal;2;partially;t;none;none;Bar;"08:00-23:30;";08:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10270;Delevan Firefighters Memorial Tr Ctr;A1061454;Scofield;Berlin;Brandenburg;Germany;927731;Wine-Beer;none;informal;3;no_accessibility;f;none;public;Bar;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10271;Fat Head''s Deli Fs;A1067700;Ludington;Berlin;Brandenburg;Germany;95615;No_Alcohol_Served;permitted;informal;5;completely;t;none;none;Bar;"12:00-19:30;";12:00;19:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10272;Casual Catering & Buffet Restaurant;A1038744;Menomonie;Berlin;Brandenburg;Germany;489421;No_Alcohol_Served;none;informal;4;no_accessibility;f;none;none;Bar;"12:00-19:30;";12:00;19:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10273;Mamacita''s Restaurant;A1028782;Miller;Berlin;Brandenburg;Germany;122195;No_Alcohol_Served;none;informal;4;completely;f;none;none;Bar;"12:00-19:30;";12:00;19:30;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10274;Roma Deli Ii;A1088308;Killdeer;Berlin;Brandenburg;Germany;641751;No_Alcohol_Served;not permitted;informal;5;no_accessibility;f;none;yes;Bar;"12:00-20:00;";12:00;20:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10275;Alvaro Jimenez;A1053438;8th;Berlin;Brandenburg;Germany;302523;Wine-Beer;not permitted;informal;3;completely;f;none;yes;Mexican;"12:00-20:00;";12:00;20:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10276;Saveway Supermarket;A1024673;Dayton;Berlin;Brandenburg;Germany;918399;Wine-Beer;none;informal;2;completely;t;variety;yes;Burgers;"12:00-20:00;";12:00;20:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10277;Mary''s Bar & Grill;A1022092;Starling;Berlin;Brandenburg;Germany;509726;Wine-Beer;section;informal;2;no_accessibility;f;none;none;Hot_Dogs;"11:00-22:30;";11:00;22:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10278;St. Patrick''s Bakery;A1046011;Butternut;Berlin;Brandenburg;Germany;264667;Wine-Beer;none;informal;2;completely;t;none;none;Mexican;"11:00-22:30;";11:00;22:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10279;Belladessa''s Pizzeria;A1004333;Green;Berlin;Brandenburg;Germany;794682;No_Alcohol_Served;none;informal;5;no_accessibility;f;none;none;Mexican;"11:00-22:30;";11:00;22:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10280;Tuscan Grill;A1029311;Rigney;Berlin;Brandenburg;Germany;764816;No_Alcohol_Served;section;informal;4;no_accessibility;f;none;none;Mexican;"08:00-23:30;";08:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10281;Country Corner Cafe;A1034650;Sullivan;Berlin;Brandenburg;Germany;746434;No_Alcohol_Served;none;informal;5;no_accessibility;f;none;none;American;"08:00-23:30;";08:00;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10282;Wendy''s Old Fashioned Hamburgers(rfd;A1003838;Glacier Hill;Berlin;Brandenburg;Germany;58137;Wine-Beer;section;informal;2;no_accessibility;f;none;none;American;"08:00-22:00;";08:00;22:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10283;The Curry Cruiser;A1098741;Russell;Berlin;Brandenburg;Germany;301103;No_Alcohol_Served;none;informal;1;no_accessibility;f;none;none;African;"08:30-21:00;";08:30;21:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10284;Murphy''s Law Irish Pub;A1052909;Petterle;Berlin;Brandenburg;Germany;380365;No_Alcohol_Served;none;informal;4;no_accessibility;f;none;none;Bar_Pub_Brewery;"08:30-21:00;";08:30;21:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10285;Southside Boys & Girls Club;A1013937;Autumn Leaf;Berlin;Brandenburg;Germany;948480;No_Alcohol_Served;section;informal;5;no_accessibility;f;none;none;Breakfast-Brunch;"08:30-21:00;";08:30;21:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;10
RE10286;Wise Guys Entertainment;A1072038;Bayside;Berlin;Brandenburg;Germany;99683;No_Alcohol_Served;none;informal;3;completely;f;none;none;Mexican;"13:00-23:30;";13:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10287;Sushi Taiyo;A1015251;Gale;Berlin;Brandenburg;Germany;453763;Wine-Beer;section;informal;2;no_accessibility;f;none;public;American;"13:00-23:30;";13:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10288;Mole Mole;A1059022;North;Berlin;Brandenburg;Germany;62648;Full_Bar;permitted;informal;3;completely;f;variety;none;Mexican;"13:00-19:00;";13:00;19:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10289;Entrees By You;A1054076;Pearson;Berlin;Brandenburg;Germany;965532;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;none;Mexican;"13:00-22:30;";13:00;22:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10290;Noah Hous;A1094031;1st;Berlin;Brandenburg;Germany;244834;No_Alcohol_Served;section;informal;2;no_accessibility;f;none;none;Mexican;"13:00-22:30;";13:00;22:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10291;Zaccagni''s;A1085827;Thompson;Berlin;Brandenburg;Germany;229554;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;none;Mexican;"13:00-22:30;";13:00;22:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10292;Gourmet Garage;A1063082;Burrows;Berlin;Brandenburg;Germany;754088;Full_Bar;section;informal;5;completely;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10293;Kabab House,inc.;A1022130;Algoma;Berlin;Brandenburg;Germany;886120;No_Alcohol_Served;section;informal;4;no_accessibility;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10294;Los Corrales Taqueria Y Restaurante;A1067309;Farmco;Berlin;Brandenburg;Germany;148683;No_Alcohol_Served;not permitted;informal;3;no_accessibility;t;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10295;I94 Ribs & Grill Express Corp;A1018130;Bunker Hill;Berlin;Brandenburg;Germany;960906;Full_Bar;none;informal;1;no_accessibility;f;none;none;Mexican;"11:00-21:30;";11:00;21:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10296;Perla Escondida Mexican Restaurant;A1005013;Heath;Berlin;Brandenburg;Germany;99046;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;none;Burgers;"11:00-21:30;";11:00;21:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;5
RE10297;New China Sea Ny Inc;A1041666;Melrose;Berlin;Brandenburg;Germany;609618;No_Alcohol_Served;none;informal;1;no_accessibility;t;none;none;Mexican;"11:00-21:30;";11:00;21:30;"Sun;";Yes;No;No;No;No;No;No;FlatRate;5
RE10298;Mother''s Touch Day Care;A1020848;Waxwing;Berlin;Brandenburg;Germany;258275;No_Alcohol_Served;none;informal;2;completely;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10299;Phat Thai;A1032906;Declaration;Berlin;Brandenburg;Germany;254232;Full_Bar;none;informal;4;no_accessibility;f;none;none;Bar;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
