"SALESORDERID","SALESORDERITEM","PRODUCTID","NOTEID","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","IETMATPSTATUS","OPITEMPOS","QUANTITY","QUANTITYUNIT","EXPECTEDDELIVERYDATE"
"0500000761","0000000050","EB-1135","","USD",13500.00,12000.00,1500.00,"I","",4,"EA","2017-02-28"
"0500000762","0000000010","MB-1032","","USD",1461.37,1299.00,162.37,"I","",1,"EA","2017-02-19"
"0500000762","0000000020","RC-1051","","USD",11245.50,9996.00,1249.50,"I","",4,"EA","2017-02-19"
"0500000762","0000000040","EB-1137","","USD",71100.00,63200.00,7900.00,"I","",8,"EA","2017-02-19"
"0500000762","0000000030","MB-1033","","USD",49487.62,43989.00,5498.62,"I","",11,"EA","2017-02-19"
"0500000762","0000000050","HB-1171","","USD",786.37,699.00,87.37,"I","",1,"EA","2017-02-19"
"0500000763","0000000010","RO-1003","","USD",1622.25,1442.00,180.25,"I","",2,"EA","2017-03-03"
"0500000763","0000000070","HB-1173","","USD",730.12,649.00,81.12,"I","",1,"EA","2017-03-03"
"0500000763","0000000020","HB-1176","","USD",9442.12,8393.00,1049.12,"I","",7,"EA","2017-03-03"
"0500000763","0000000030","RO-1002","","USD",6201.00,5512.00,689.00,"I","",8,"EA","2017-03-03"
"0500000763","0000000050","CC-1021","","USD",11583.00,10296.00,1287.00,"I","",9,"EA","2017-03-03"
"0500000763","0000000090","RC-1052","","USD",49487.62,43989.00,5498.62,"I","",11,"EA","2017-03-03"
"0500000763","0000000060","DB-1081","","USD",3372.75,2998.00,374.75,"I","",2,"EA","2017-03-03"
"0500000763","0000000080","EB-1135","","USD",10125.00,9000.00,1125.00,"I","",3,"EA","2017-03-03"
"0500000763","0000000040","RC-1055","","USD",6746.62,5997.00,749.62,"I","",3,"EA","2017-03-03"
"0500000764","0000000010","MB-1032","","USD",2922.75,2598.00,324.75,"I","",2,"EA","2017-03-01"
"0500000764","0000000050","RC-1053","","USD",51738.75,45990.00,5748.75,"I","",10,"EA","2017-03-01"
"0500000764","0000000030","RC-1057","","USD",61862.62,54989.00,6873.62,"I","",11,"EA","2017-03-01"
"0500000764","0000000020","CC-1023","","USD",15311.25,13610.00,1701.25,"I","",10,"EA","2017-03-01"
"0500000764","0000000070","BX-1011","","USD",2521.12,2241.00,280.12,"I","",9,"EA","2017-03-01"
"0500000764","0000000080","RO-1001","","USD",3543.75,3150.00,393.75,"I","",6,"EA","2017-03-01"
"0500000764","0000000060","RC-1052","","USD",4498.87,3999.00,499.87,"I","",1,"EA","2017-03-01"
"0500000764","0000000040","HB-1174","","USD",1705.50,1516.00,189.50,"I","",4,"EA","2017-03-01"
"0500000764","0000000090","EB-1131","","USD",11812.50,10500.00,1312.50,"I","",7,"EA","2017-03-01"
"0500000765","0000000010","CB-1163","","USD",1296.00,1152.00,144.00,"I","",4,"EA","2017-03-03"
"0500000765","0000000020","BX-1016","","USD",4306.50,3828.00,478.50,"I","",12,"EA","2017-03-03"
"0500000766","0000000010","CB-1162","","USD",450.00,400.00,50.00,"I","",1,"EA","2017-03-05"
"0500000766","0000000020","MB-1032","","USD",16075.12,14289.00,1786.12,"I","",11,"EA","2017-03-05"
"0500000766","0000000050","HB-1175","","USD",8091.00,7192.00,899.00,"I","",8,"EA","2017-03-05"
"0500000766","0000000030","EB-1133","","USD",20250.00,18000.00,2250.00,"I","",8,"EA","2017-03-05"
"0500000766","0000000060","BX-1016","","USD",358.87,319.00,39.87,"I","",1,"EA","2017-03-05"
"0500000766","0000000040","RC-1052","","USD",44988.75,39990.00,4998.75,"I","",10,"EA","2017-03-05"
"0500000766","0000000070","BX-1015","","USD",1009.12,897.00,112.12,"I","",3,"EA","2017-03-05"
"0500000767","0000000010","EB-1134","","USD",43200.00,38400.00,4800.00,"I","",8,"EA","2017-02-25"
"0500000768","0000000010","CB-1163","","USD",324.00,288.00,36.00,"I","",1,"EA","2017-02-26"
"0500000768","0000000020","HB-1176","","USD",4046.62,3597.00,449.62,"I","",3,"EA","2017-02-26"
"0500000768","0000000030","CC-1022","","USD",2700.00,2400.00,300.00,"I","",2,"EA","2017-02-26"
"0500000769","0000000010","DB-1082","","USD",9843.75,8750.00,1093.75,"I","",7,"EA","2017-02-24"
"0500000769","0000000030","RO-1002","","USD",3875.62,3445.00,430.62,"I","",5,"EA","2017-02-24"
"0500000769","0000000060","CC-1023","","USD",18373.50,16332.00,2041.50,"I","",12,"EA","2017-02-24"
"0500000769","0000000020","MB-1033","","USD",44988.75,39990.00,4998.75,"I","",10,"EA","2017-02-24"
"0500000769","0000000040","CC-1021","","USD",10296.00,9152.00,1144.00,"I","",8,"EA","2017-02-24"
"0500000769","0000000070","EB-1134","","USD",32400.00,28800.00,3600.00,"I","",6,"EA","2017-02-24"
"0500000769","0000000050","EB-1136","","USD",56250.00,50000.00,6250.00,"I","",10,"EA","2017-02-24"
"0500000770","0000000010","MB-1034","","USD",19679.62,17493.00,2186.62,"I","",7,"EA","2017-03-09"
"0500000770","0000000020","CB-1161","","USD",5386.50,4788.00,598.50,"I","",12,"EA","2017-03-09"
"0500000771","0000000010","MB-1033","","USD",35991.00,31992.00,3999.00,"I","",8,"EA","2017-03-10"
"0500000771","0000000030","EB-1132","","USD",8550.00,7600.00,950.00,"I","",4,"EA","2017-03-10"
"0500000771","0000000020","BX-1013","","USD",2525.62,2245.00,280.62,"I","",5,"EA","2017-03-10"
"0500000771","0000000040","EB-1131","","USD",20250.00,18000.00,2250.00,"I","",12,"EA","2017-03-10"
"0500000772","0000000010","HB-1176","","USD",5395.50,4796.00,599.50,"I","",4,"EA","2017-03-06"
"0500000772","0000000030","MB-1032","","USD",1461.37,1299.00,162.37,"I","",1,"EA","2017-03-06"
"0500000772","0000000040","RC-1053","","USD",20695.50,18396.00,2299.50,"I","",4,"EA","2017-03-06"
"0500000772","0000000050","MB-1031","","USD",730.12,649.00,81.12,"I","",1,"EA","2017-03-06"
"0500000772","0000000020","HB-1174","","USD",4690.12,4169.00,521.12,"I","",11,"EA","2017-03-06"
"0500000773","0000000010","HB-1173","","USD",730.12,649.00,81.12,"I","",1,"EA","2017-03-09"
"0500000773","0000000040","RC-1051","","USD",14056.87,12495.00,1561.87,"I","",5,"EA","2017-03-09"
"0500000773","0000000050","HB-1175","","USD",3034.12,2697.00,337.12,"I","",3,"EA","2017-03-09"
"0500000773","0000000030","RO-1001","","USD",3543.75,3150.00,393.75,"I","",6,"EA","2017-03-09"
"0500000773","0000000020","HB-1174","","USD",1705.50,1516.00,189.50,"I","",4,"EA","2017-03-09"
"0500000774","0000000010","RO-1001","","USD",2362.50,2100.00,262.50,"I","",4,"EA","2017-03-06"
"0500000774","0000000060","EB-1132","","USD",10687.50,9500.00,1187.50,"I","",5,"EA","2017-03-06"
"0500000774","0000000030","HB-1173","","USD",3650.62,3245.00,405.62,"I","",5,"EA","2017-03-06"
"0500000774","0000000050","HB-1176","","USD",10791.00,9592.00,1199.00,"I","",8,"EA","2017-03-06"
"0500000774","0000000070","RC-1054","","USD",74236.50,65988.00,8248.50,"I","",12,"EA","2017-03-06"
"0500000774","0000000020","EB-1131","","USD",11812.50,10500.00,1312.50,"I","",7,"EA","2017-03-06"
"0500000774","0000000080","HB-1171","","USD",3145.50,2796.00,349.50,"I","",4,"EA","2017-03-06"
"0500000774","0000000090","EB-1136","","USD",67500.00,60000.00,7500.00,"I","",12,"EA","2017-03-06"
"0500000774","0000000100","RC-1055","","USD",11244.37,9995.00,1249.37,"I","",5,"EA","2017-03-06"
"0500000774","0000000040","EB-1135","","USD",37125.00,33000.00,4125.00,"I","",11,"EA","2017-03-06"
"0500000775","0000000010","BX-1013","","USD",505.12,449.00,56.12,"I","",1,"EA","2017-02-26"
"0500000775","0000000030","RC-1053","","USD",46564.87,41391.00,5173.87,"I","",9,"EA","2017-02-26"
"0500000775","0000000020","BX-1012","","USD",5386.50,4788.00,598.50,"I","",12,"EA","2017-02-26"
"0500000776","0000000010","BX-1011","","USD",3081.37,2739.00,342.37,"I","",11,"EA","2017-03-01"
"0500000776","0000000050","EB-1132","","USD",2137.50,1900.00,237.50,"I","",1,"EA","2017-03-01"
"0500000776","0000000030","MB-1032","","USD",2922.75,2598.00,324.75,"I","",2,"EA","2017-03-01"
"0500000776","0000000020","RC-1054","","USD",49491.00,43992.00,5499.00,"I","",8,"EA","2017-03-01"
"0500000776","0000000040","MB-1033","","USD",31492.12,27993.00,3499.12,"I","",7,"EA","2017-03-01"
"0500000776","0000000080","EB-1134","","USD",5400.00,4800.00,600.00,"I","",1,"EA","2017-03-01"
"0500000776","0000000070","BX-1016","","USD",358.87,319.00,39.87,"I","",1,"EA","2017-03-01"
"0500000776","0000000060","HB-1174","","USD",2558.25,2274.00,284.25,"I","",6,"EA","2017-03-01"
"0500000776","0000000090","BX-1012","","USD",4488.75,3990.00,498.75,"I","",10,"EA","2017-03-01"
"0500000777","0000000010","CB-1163","","USD",2592.00,2304.00,288.00,"I","",8,"EA","2017-03-10"
"0500000777","0000000030","RC-1051","","USD",33736.50,29988.00,3748.50,"I","",12,"EA","2017-03-10"
"0500000777","0000000020","BX-1012","","USD",5386.50,4788.00,598.50,"I","",12,"EA","2017-03-10"
"0500000778","0000000010","EB-1136","","USD",16875.00,15000.00,1875.00,"I","",3,"EA","2017-03-04"
"0500000778","0000000090","CB-1162","","USD",5400.00,4800.00,600.00,"I","",12,"EA","2017-03-04"
"0500000778","0000000050","MB-1031","","USD",730.12,649.00,81.12,"I","",1,"EA","2017-03-04"
"0500000778","0000000070","EB-1133","","USD",10125.00,9000.00,1125.00,"I","",4,"EA","2017-03-04"
"0500000778","0000000080","CC-1022","","USD",6750.00,6000.00,750.00,"I","",5,"EA","2017-03-04"
"0500000778","0000000030","MB-1033","","USD",40489.87,35991.00,4498.87,"I","",9,"EA","2017-03-04"
"0500000778","0000000060","CB-1161","","USD",3591.00,3192.00,399.00,"I","",8,"EA","2017-03-04"
"0500000778","0000000040","BX-1011","","USD",280.12,249.00,31.12,"I","",1,"EA","2017-03-04"
"0500000778","0000000020","BX-1014","","USD",4494.37,3995.00,499.37,"I","",5,"EA","2017-03-04"
"0500000778","0000000100","HB-1171","","USD",5504.62,4893.00,611.62,"I","",7,"EA","2017-03-04"
"0500000779","0000000010","EB-1131","","USD",6750.00,6000.00,750.00,"I","",4,"EA","2017-03-07"
"0500000779","0000000060","BX-1013","","USD",3535.87,3143.00,392.87,"I","",7,"EA","2017-03-07"
"0500000779","0000000020","CB-1162","","USD",4950.00,4400.00,550.00,"I","",11,"EA","2017-03-07"
"0500000779","0000000070","MB-1031","","USD",730.12,649.00,81.12,"I","",1,"EA","2017-03-07"
"0500000779","0000000040","BX-1014","","USD",10786.50,9588.00,1198.50,"I","",12,"EA","2017-03-07"
"0500000779","0000000080","BX-1011","","USD",1960.87,1743.00,217.87,"I","",7,"EA","2017-03-07"
"0500000779","0000000030","RO-1003","","USD",9733.50,8652.00,1081.50,"I","",12,"EA","2017-03-07"
"0500000779","0000000050","RC-1052","","USD",40489.87,35991.00,4498.87,"I","",9,"EA","2017-03-07"
"0500000779","0000000090","DB-1081","","USD",10118.25,8994.00,1124.25,"I","",6,"EA","2017-03-07"
"0500000780","0000000010","CC-1022","","USD",9450.00,8400.00,1050.00,"I","",7,"EA","2017-03-12"
"0500000780","0000000030","HB-1173","","USD",3650.62,3245.00,405.62,"I","",5,"EA","2017-03-12"
"0500000780","0000000050","MB-1032","","USD",13152.37,11691.00,1461.37,"I","",9,"EA","2017-03-12"
"0500000780","0000000090","CC-1023","","USD",3062.25,2722.00,340.25,"I","",2,"EA","2017-03-12"
"0500000780","0000000040","EB-1137","","USD",26662.50,23700.00,2962.50,"I","",3,"EA","2017-03-12"
"0500000780","0000000020","BX-1011","","USD",1400.62,1245.00,155.62,"I","",5,"EA","2017-03-12"
"0500000780","0000000060","DB-1081","","USD",8431.87,7495.00,936.87,"I","",5,"EA","2017-03-12"
"0500000780","0000000070","BX-1015","","USD",672.75,598.00,74.75,"I","",2,"EA","2017-03-12"
"0500000780","0000000080","EB-1135","","USD",23625.00,21000.00,2625.00,"I","",7,"EA","2017-03-12"
"0500000781","0000000010","EB-1136","","USD",33750.00,30000.00,3750.00,"I","",6,"EA","2017-03-14"
"0500000781","0000000060","RC-1053","","USD",20695.50,18396.00,2299.50,"I","",4,"EA","2017-03-14"
"0500000781","0000000040","HB-1172","","USD",9887.62,8789.00,1098.62,"I","",11,"EA","2017-03-14"
"0500000781","0000000050","MB-1034","","USD",11245.50,9996.00,1249.50,"I","",4,"EA","2017-03-14"
"0500000781","0000000020","MB-1033","","USD",8997.75,7998.00,999.75,"I","",2,"EA","2017-03-14"
"0500000781","0000000030","RC-1052","","USD",13496.62,11997.00,1499.62,"I","",3,"EA","2017-03-14"
"0500000782","0000000010","HB-1174","","USD",2131.87,1895.00,236.87,"I","",5,"EA","2017-03-17"
"0500000782","0000000060","HB-1173","","USD",2920.50,2596.00,324.50,"I","",4,"EA","2017-03-17"
"0500000782","0000000030","RC-1053","","USD",20695.50,18396.00,2299.50,"I","",4,"EA","2017-03-17"
"0500000782","0000000050","HB-1172","","USD",8089.87,7191.00,898.87,"I","",9,"EA","2017-03-17"
"0500000782","0000000020","BX-1011","","USD",3361.50,2988.00,373.50,"I","",12,"EA","2017-03-17"
"0500000782","0000000040","EB-1135","","USD",40500.00,36000.00,4500.00,"I","",12,"EA","2017-03-17"
"0500000783","0000000010","CB-1163","","USD",324.00,288.00,36.00,"I","",1,"EA","2017-03-04"
"0500000783","0000000020","BX-1013","","USD",1515.37,1347.00,168.37,"I","",3,"EA","2017-03-04"
"0500000783","0000000050","CB-1162","","USD",2250.00,2000.00,250.00,"I","",5,"EA","2017-03-04"
"0500000783","0000000040","EB-1137","","USD",79987.50,71100.00,8887.50,"I","",9,"EA","2017-03-04"
"0500000783","0000000060","RC-1052","","USD",53986.50,47988.00,5998.50,"I","",12,"EA","2017-03-04"
"0500000783","0000000070","DB-1083","","USD",13488.75,11990.00,1498.75,"I","",10,"EA","2017-03-04"
"0500000783","0000000030","DB-1082","","USD",5625.00,5000.00,625.00,"I","",4,"EA","2017-03-04"
"0500000783","0000000080","DB-1081","","USD",8431.87,7495.00,936.87,"I","",5,"EA","2017-03-04"
"0500000784","0000000010","EB-1131","","USD",6750.00,6000.00,750.00,"I","",4,"EA","2017-03-20"
"0500000784","0000000030","MB-1031","","USD",8761.50,7788.00,973.50,"I","",12,"EA","2017-03-20"
"0500000784","0000000050","RO-1002","","USD",5425.87,4823.00,602.87,"I","",7,"EA","2017-03-20"
"0500000784","0000000040","EB-1137","","USD",35550.00,31600.00,3950.00,"I","",4,"EA","2017-03-20"
"0500000784","0000000070","MB-1033","","USD",35991.00,31992.00,3999.00,"I","",8,"EA","2017-03-20"
"0500000784","0000000020","CB-1161","","USD",1795.50,1596.00,199.50,"I","",4,"EA","2017-03-20"
"0500000784","0000000060","EB-1135","","USD",20250.00,18000.00,2250.00,"I","",6,"EA","2017-03-20"
"0500000785","0000000010","BX-1016","","USD",1435.50,1276.00,159.50,"I","",4,"EA","2017-03-20"
"0500000785","0000000070","HB-1176","","USD",5395.50,4796.00,599.50,"I","",4,"EA","2017-03-20"
"0500000785","0000000020","MB-1031","","USD",7301.25,6490.00,811.25,"I","",10,"EA","2017-03-20"
"0500000785","0000000080","HB-1172","","USD",8988.75,7990.00,998.75,"I","",10,"EA","2017-03-20"
"0500000785","0000000050","CB-1163","","USD",1944.00,1728.00,216.00,"I","",6,"EA","2017-03-20"
"0500000785","0000000040","RO-1001","","USD",7087.50,6300.00,787.50,"I","",12,"EA","2017-03-20"
"0500000785","0000000030","CC-1021","","USD",12870.00,11440.00,1430.00,"I","",10,"EA","2017-03-20"
"0500000785","0000000060","DB-1082","","USD",7031.25,6250.00,781.25,"I","",5,"EA","2017-03-20"
"0500000786","0000000010","CC-1023","","USD",7655.62,6805.00,850.62,"I","",5,"EA","2017-03-12"
"0500000786","0000000020","HB-1173","","USD",7301.25,6490.00,811.25,"I","",10,"EA","2017-03-12"
"0500000786","0000000050","MB-1031","","USD",730.12,649.00,81.12,"I","",1,"EA","2017-03-12"
"0500000786","0000000040","HB-1176","","USD",6744.37,5995.00,749.37,"I","",5,"EA","2017-03-12"
"0500000786","0000000060","MB-1034","","USD",28113.75,24990.00,3123.75,"I","",10,"EA","2017-03-12"
"0500000786","0000000100","CC-1022","","USD",6750.00,6000.00,750.00,"I","",5,"EA","2017-03-12"
"0500000786","0000000070","RO-1001","","USD",4134.37,3675.00,459.37,"I","",7,"EA","2017-03-12"
"0500000786","0000000030","BX-1014","","USD",8988.75,7990.00,998.75,"I","",10,"EA","2017-03-12"
"0500000786","0000000080","HB-1174","","USD",1705.50,1516.00,189.50,"I","",4,"EA","2017-03-12"
"0500000786","0000000090","BX-1015","","USD",3700.12,3289.00,411.12,"I","",11,"EA","2017-03-12"
"0500000787","0000000010","HB-1172","","USD",8089.87,7191.00,898.87,"I","",9,"EA","2017-03-08"
"0500000787","0000000020","BX-1015","","USD",3027.37,2691.00,336.37,"I","",9,"EA","2017-03-08"
"0500000788","0000000010","RO-1001","","USD",4134.37,3675.00,459.37,"I","",7,"EA","2017-03-21"
"0500000789","0000000010","MB-1031","","USD",6571.12,5841.00,730.12,"I","",9,"EA","2017-03-14"
"0500000789","0000000020","EB-1133","","USD",5062.50,4500.00,562.50,"I","",2,"EA","2017-03-14"
"0500000790","0000000010","DB-1082","","USD",12656.25,11250.00,1406.25,"I","",9,"EA","2017-03-21"
"0500000790","0000000020","RC-1053","","USD",62086.50,55188.00,6898.50,"I","",12,"EA","2017-03-21"
"0500000791","0000000010","HB-1172","","USD",8988.75,7990.00,998.75,"I","",10,"EA","2017-03-23"
"0500000791","0000000040","HB-1173","","USD",6571.12,5841.00,730.12,"I","",9,"EA","2017-03-23"
"0500000791","0000000030","MB-1031","","USD",2190.37,1947.00,243.37,"I","",3,"EA","2017-03-23"
"0500000791","0000000020","RO-1001","","USD",590.62,525.00,65.62,"I","",1,"EA","2017-03-23"
"0500000791","0000000060","BX-1014","","USD",898.87,799.00,99.87,"I","",1,"EA","2017-03-23"
"0500000791","0000000050","BX-1016","","USD",717.75,638.00,79.75,"I","",2,"EA","2017-03-23"
"0500000791","0000000070","EB-1131","","USD",15187.50,13500.00,1687.50,"I","",9,"EA","2017-03-23"
"0500000791","0000000080","DB-1082","","USD",5625.00,5000.00,625.00,"I","",4,"EA","2017-03-23"
"0500000792","0000000010","HB-1175","","USD",12136.50,10788.00,1348.50,"I","",12,"EA","2017-03-22"
"0500000792","0000000020","MB-1032","","USD",13152.37,11691.00,1461.37,"I","",9,"EA","2017-03-22"
"0500000792","0000000090","RC-1053","","USD",25869.37,22995.00,2874.37,"I","",5,"EA","2017-03-22"
"0500000792","0000000060","CC-1023","","USD",15311.25,13610.00,1701.25,"I","",10,"EA","2017-03-22"
"0500000792","0000000070","CB-1161","","USD",897.75,798.00,99.75,"I","",2,"EA","2017-03-22"
"0500000792","0000000040","BX-1014","","USD",7191.00,6392.00,799.00,"I","",8,"EA","2017-03-22"
"0500000792","0000000080","CC-1021","","USD",10296.00,9152.00,1144.00,"I","",8,"EA","2017-03-22"
"0500000792","0000000050","DB-1081","","USD",16863.75,14990.00,1873.75,"I","",10,"EA","2017-03-22"
"0500000792","0000000030","BX-1015","","USD",1009.12,897.00,112.12,"I","",3,"EA","2017-03-22"
"0500000793","0000000010","EB-1137","","USD",62212.50,55300.00,6912.50,"I","",7,"EA","2017-03-14"
"0500000793","0000000030","HB-1173","","USD",7301.25,6490.00,811.25,"I","",10,"EA","2017-03-14"
"0500000793","0000000020","CC-1022","","USD",16200.00,14400.00,1800.00,"I","",12,"EA","2017-03-14"
"0500000794","0000000010","CC-1021","","USD",10296.00,9152.00,1144.00,"I","",8,"EA","2017-03-08"
"0500000795","0000000010","CC-1021","","USD",5148.00,4576.00,572.00,"I","",4,"EA","2017-03-19"
"0500000795","0000000040","MB-1031","","USD",5841.00,5192.00,649.00,"I","",8,"EA","2017-03-19"
"0500000795","0000000070","HB-1176","","USD",8093.25,7194.00,899.25,"I","",6,"EA","2017-03-19"
"0500000795","0000000030","HB-1175","","USD",5056.87,4495.00,561.87,"I","",5,"EA","2017-03-19"
"0500000795","0000000100","BX-1016","","USD",1435.50,1276.00,159.50,"I","",4,"EA","2017-03-19"
"0500000795","0000000050","EB-1136","","USD",61875.00,55000.00,6875.00,"I","",11,"EA","2017-03-19"
"0500000795","0000000090","BX-1012","","USD",2244.37,1995.00,249.37,"I","",5,"EA","2017-03-19"
"0500000795","0000000080","EB-1135","","USD",20250.00,18000.00,2250.00,"I","",6,"EA","2017-03-19"
"0500000795","0000000060","BX-1015","","USD",3027.37,2691.00,336.37,"I","",9,"EA","2017-03-19"
"0500000795","0000000020","RC-1055","","USD",20239.87,17991.00,2248.87,"I","",9,"EA","2017-03-19"
"0500000796","0000000010","RC-1053","","USD",20695.50,18396.00,2299.50,"I","",4,"EA","2017-03-09"
"0500000797","0000000010","CB-1162","","USD",3600.00,3200.00,400.00,"I","",8,"EA","2017-03-19"
"0500000797","0000000080","RC-1051","","USD",2811.37,2499.00,312.37,"I","",1,"EA","2017-03-19"
"0500000797","0000000050","HB-1175","","USD",5056.87,4495.00,561.87,"I","",5,"EA","2017-03-19"
"0500000797","0000000070","EB-1134","","USD",54000.00,48000.00,6000.00,"I","",10,"EA","2017-03-19"
"0500000797","0000000060","RC-1052","","USD",17995.50,15996.00,1999.50,"I","",4,"EA","2017-03-19"
"0500000797","0000000030","HB-1174","","USD",2131.87,1895.00,236.87,"I","",5,"EA","2017-03-19"
"0500000797","0000000040","DB-1083","","USD",13488.75,11990.00,1498.75,"I","",10,"EA","2017-03-19"
"0500000797","0000000020","RC-1055","","USD",2248.87,1999.00,249.87,"I","",1,"EA","2017-03-19"
"0500000798","0000000010","MB-1033","","USD",8997.75,7998.00,999.75,"I","",2,"EA","2017-03-15"
"0500000798","0000000030","CB-1163","","USD",3240.00,2880.00,360.00,"I","",10,"EA","2017-03-15"
"0500000798","0000000020","EB-1134","","USD",5400.00,4800.00,600.00,"I","",1,"EA","2017-03-15"
"0500000799","0000000010","CC-1023","","USD",15311.25,13610.00,1701.25,"I","",10,"EA","2017-03-12"
"0500000799","0000000020","EB-1137","","USD",8887.50,7900.00,987.50,"I","",1,"EA","2017-03-12"
"0500000799","0000000030","DB-1081","","USD",16863.75,14990.00,1873.75,"I","",10,"EA","2017-03-12"
"0500000800","0000000010","MB-1034","","USD",25302.37,22491.00,2811.37,"I","",9,"EA","2017-03-23"
"0500000800","0000000030","HB-1175","","USD",9102.37,8091.00,1011.37,"I","",9,"EA","2017-03-23"
"0500000800","0000000020","EB-1133","","USD",30375.00,27000.00,3375.00,"I","",12,"EA","2017-03-23"
"0500000801","0000000010","HB-1174","","USD",4263.75,3790.00,473.75,"I","",10,"EA","2017-03-17"
"0500000801","0000000050","MB-1031","","USD",7301.25,6490.00,811.25,"I","",10,"EA","2017-03-17"
"0500000801","0000000030","HB-1176","","USD",2697.75,2398.00,299.75,"I","",2,"EA","2017-03-17"
"0500000801","0000000020","CC-1023","","USD",15311.25,13610.00,1701.25,"I","",10,"EA","2017-03-17"
"0500000801","0000000040","EB-1137","","USD",35550.00,31600.00,3950.00,"I","",4,"EA","2017-03-17"
"0500000802","0000000010","RC-1056","","USD",30925.12,27489.00,3436.12,"I","",11,"EA","2017-03-22"
"0500000802","0000000020","BX-1013","","USD",3030.75,2694.00,336.75,"I","",6,"EA","2017-03-22"
"0500000802","0000000060","MB-1031","","USD",7301.25,6490.00,811.25,"I","",10,"EA","2017-03-22"
"0500000802","0000000040","MB-1034","","USD",28113.75,24990.00,3123.75,"I","",10,"EA","2017-03-22"
"0500000802","0000000050","RC-1051","","USD",33736.50,29988.00,3748.50,"I","",12,"EA","2017-03-22"
"0500000802","0000000030","DB-1081","","USD",3372.75,2998.00,374.75,"I","",2,"EA","2017-03-22"
"0500000803","0000000010","MB-1033","","USD",13496.62,11997.00,1499.62,"I","",3,"EA","2017-03-12"
"0500000803","0000000020","EB-1132","","USD",19237.50,17100.00,2137.50,"I","",9,"EA","2017-03-12"
"0500000803","0000000030","EB-1134","","USD",64800.00,57600.00,7200.00,"I","",12,"EA","2017-03-12"
"0500000804","0000000010","EB-1131","","USD",15187.50,13500.00,1687.50,"I","",9,"EA","2017-03-25"
"0500000804","0000000030","EB-1132","","USD",4275.00,3800.00,475.00,"I","",2,"EA","2017-03-25"
"0500000804","0000000050","RO-1002","","USD",2325.37,2067.00,258.37,"I","",3,"EA","2017-03-25"
"0500000804","0000000070","CC-1022","","USD",9450.00,8400.00,1050.00,"I","",7,"EA","2017-03-25"
"0500000804","0000000040","BX-1014","","USD",8089.87,7191.00,898.87,"I","",9,"EA","2017-03-25"
"0500000804","0000000020","EB-1134","","USD",21600.00,19200.00,2400.00,"I","",4,"EA","2017-03-25"
"0500000804","0000000060","BX-1016","","USD",2871.00,2552.00,319.00,"I","",8,"EA","2017-03-25"
"0500000805","0000000010","BX-1015","","USD",1345.50,1196.00,149.50,"I","",4,"EA","2017-03-13"
"0500000805","0000000020","RC-1053","","USD",46564.87,41391.00,5173.87,"I","",9,"EA","2017-03-13"
"0500000805","0000000030","EB-1133","","USD",10125.00,9000.00,1125.00,"I","",4,"EA","2017-03-13"
"0500000806","0000000010","BX-1014","","USD",8089.87,7191.00,898.87,"I","",9,"EA","2017-03-11"
"0500000806","0000000070","BX-1013","","USD",3535.87,3143.00,392.87,"I","",7,"EA","2017-03-11"
"0500000806","0000000020","RC-1051","","USD",22491.00,19992.00,2499.00,"I","",8,"EA","2017-03-11"
"0500000806","0000000030","RC-1054","","USD",18559.12,16497.00,2062.12,"I","",3,"EA","2017-03-11"
"0500000806","0000000100","CC-1022","","USD",10800.00,9600.00,1200.00,"I","",8,"EA","2017-03-11"
"0500000806","0000000060","MB-1033","","USD",49487.62,43989.00,5498.62,"I","",11,"EA","2017-03-11"
"0500000806","0000000050","EB-1134","","USD",37800.00,33600.00,4200.00,"I","",7,"EA","2017-03-11"
"0500000806","0000000080","RC-1052","","USD",26993.25,23994.00,2999.25,"I","",6,"EA","2017-03-11"
"0500000806","0000000090","HB-1174","","USD",5116.50,4548.00,568.50,"I","",12,"EA","2017-03-11"
"0500000806","0000000040","DB-1082","","USD",4218.75,3750.00,468.75,"I","",3,"EA","2017-03-11"
"0500000807","0000000010","CC-1022","","USD",14850.00,13200.00,1650.00,"I","",11,"EA","2017-03-21"
"0500000807","0000000100","HB-1173","","USD",7301.25,6490.00,811.25,"I","",10,"EA","2017-03-21"
"0500000807","0000000030","CB-1162","","USD",1350.00,1200.00,150.00,"I","",3,"EA","2017-03-21"
"0500000807","0000000040","HB-1172","","USD",2696.62,2397.00,299.62,"I","",3,"EA","2017-03-21"
"0500000807","0000000060","HB-1176","","USD",9442.12,8393.00,1049.12,"I","",7,"EA","2017-03-21"
"0500000807","0000000050","HB-1175","","USD",3034.12,2697.00,337.12,"I","",3,"EA","2017-03-21"
"0500000807","0000000070","RC-1054","","USD",30931.87,27495.00,3436.87,"I","",5,"EA","2017-03-21"
"0500000807","0000000080","RO-1001","","USD",5315.62,4725.00,590.62,"I","",9,"EA","2017-03-21"
"0500000807","0000000090","CC-1021","","USD",10296.00,9152.00,1144.00,"I","",8,"EA","2017-03-21"
"0500000807","0000000020","DB-1083","","USD",16186.50,14388.00,1798.50,"I","",12,"EA","2017-03-21"
"0500000808","0000000010","EB-1137","","USD",53325.00,47400.00,5925.00,"I","",6,"EA","2017-03-17"
"0500000808","0000000040","CB-1162","","USD",900.00,800.00,100.00,"I","",2,"EA","2017-03-17"
